sales_order_item_sk,id,customer_id,channel_id,store_id,product_id,quantity,unit_price,discount_amount,line_total,order_date_id,order_date,billing_address_id,shipping_address_id
1633,5000001632,1413,2,4,2,3,16500.0,4950.0,44550.0,20240606,2024-06-06,2652,4
1634,5000001633,1413,2,4,1,2,12600.0,1260.0,23940.0,20240606,2024-06-06,2652,4
1635,5000001634,235,2,3,1,3,12000.0,0.0,36000.0,20250607,2025-06-07,2611,3
1636,5000001635,235,2,3,1,2,10800.0,2160.0,19440.0,20250607,2025-06-07,2611,3
1637,5000001636,880,1,,1,3,12000.0,720.0,35280.0,20240621,2024-06-21,1456,2213
1638,5000001637,1116,1,,2,2,15750.0,0.0,31500.0,20240628,2024-06-28,,404
1639,5000001638,920,1,,2,3,15750.0,0.0,47250.0,20241013,2024-10-13,1269,664
1640,5000001639,920,1,,1,3,13200.0,792.0,38808.0,20241013,2024-10-13,1269,664
1641,5000001640,920,1,,1,3,12600.0,3780.0,34020.0,20241013,2024-10-13,1269,664
1642,5000001641,934,1,,2,1,15000.0,750.0,14250.0,20250304,2025-03-04,252,1724
1643,5000001642,184,1,,2,1,15000.0,300.0,14700.0,20240127,2024-01-27,,1983
1644,5000001643,1401,1,,1,1,12000.0,240.0,11760.0,20241124,2024-11-24,2563,770
1645,5000001644,1257,1,,1,1,12000.0,240.0,11760.0,20250527,2025-05-27,808,593
1646,5000001645,1360,1,,1,1,12000.0,600.0,11400.0,20240925,2024-09-25,2728,2745
1647,5000001646,63,1,,2,3,15750.0,945.0,46305.0,20240403,2024-04-03,1101,1156
1648,5000001647,767,1,,1,3,12000.0,720.0,35280.0,20250714,2025-07-14,,996
1649,5000001648,767,1,,2,2,16500.0,3300.0,29700.0,20250714,2025-07-14,,996
1650,5000001649,677,1,,1,1,12000.0,1200.0,10800.0,20250114,2025-01-14,404,2278
1651,5000001650,446,1,,1,1,12600.0,0.0,12600.0,20240607,2024-06-07,743,251
1652,5000001651,446,1,,1,1,12000.0,240.0,11760.0,20240607,2024-06-07,743,251
1653,5000001652,15,1,,1,2,12000.0,0.0,24000.0,20240709,2024-07-09,,1016
1654,5000001653,1207,1,,1,3,12000.0,1800.0,34200.0,20240701,2024-07-01,1258,1827
1655,5000001654,721,2,1,1,2,12600.0,1260.0,23940.0,20241012,2024-10-12,2428,1
1656,5000001655,142,1,,1,1,12000.0,240.0,11760.0,20240415,2024-04-15,1786,2538
1657,5000001656,570,1,,1,2,12000.0,2400.0,21600.0,20240725,2024-07-25,585,2768
1658,5000001657,1111,2,1,1,3,12000.0,3600.0,32400.0,20240218,2024-02-18,1222,1
1659,5000001658,1111,2,1,1,2,12000.0,0.0,24000.0,20240218,2024-02-18,1222,1
1660,5000001659,1226,1,,2,1,15750.0,787.5,14962.5,20240422,2024-04-22,,705
1661,5000001660,165,1,,1,3,12000.0,0.0,36000.0,20250924,2025-09-24,2621,2244
1662,5000001661,60,2,2,2,2,15000.0,600.0,29400.0,20250707,2025-07-07,130,2
1663,5000001662,293,1,,2,1,15000.0,0.0,15000.0,20240710,2024-07-10,3136,1906
1664,5000001663,293,1,,1,3,10800.0,1620.0,30780.0,20240710,2024-07-10,3136,1906
1665,5000001664,385,1,,1,1,12000.0,240.0,11760.0,20250226,2025-02-26,1693,746
1666,5000001665,748,1,,1,1,10800.0,216.0,10584.0,20240128,2024-01-28,2478,1509
1667,5000001666,559,1,,2,2,15750.0,630.0,30870.0,20241105,2024-11-05,2760,1809
1668,5000001667,151,2,4,2,1,15000.0,1500.0,13500.0,20240229,2024-02-29,2037,4
1669,5000001668,189,1,,1,3,12600.0,3780.0,34020.0,20240401,2024-04-01,3009,2899
1670,5000001669,1438,1,,2,1,15000.0,0.0,15000.0,20240124,2024-01-24,2612,1455
1671,5000001670,503,1,,2,2,15000.0,0.0,30000.0,20240608,2024-06-08,1853,348
1672,5000001671,503,1,,1,1,12000.0,0.0,12000.0,20240608,2024-06-08,1853,348
1673,5000001672,889,1,,2,1,15000.0,0.0,15000.0,20250527,2025-05-27,1714,2357
1674,5000001673,889,1,,1,1,10800.0,0.0,10800.0,20250527,2025-05-27,1714,2357
1675,5000001674,430,2,2,1,2,12000.0,2400.0,21600.0,20250614,2025-06-14,2955,2
1676,5000001675,430,2,2,1,2,13200.0,528.0,25872.0,20250614,2025-06-14,2955,2
1677,5000001676,998,1,,2,3,15000.0,2250.0,42750.0,20241111,2024-11-11,2955,1197
1678,5000001677,612,1,,1,1,12000.0,600.0,11400.0,20250713,2025-07-13,2343,809
1679,5000001678,612,1,,1,1,10800.0,1080.0,9720.0,20250713,2025-07-13,2343,809
1680,5000001679,658,1,,1,2,10800.0,0.0,21600.0,20250224,2025-02-24,2645,732
1681,5000001680,658,1,,2,2,16500.0,3300.0,29700.0,20250224,2025-02-24,2645,732
1682,5000001681,44,1,,1,3,13200.0,3960.0,35640.0,20250327,2025-03-27,1266,2973
1683,5000001682,892,1,,1,3,10800.0,648.0,31752.0,20240208,2024-02-08,618,2925
1684,5000001683,892,1,,1,3,10800.0,1620.0,30780.0,20240208,2024-02-08,618,2925
1685,5000001684,1360,1,,2,3,13500.0,2025.0,38475.0,20240415,2024-04-15,1248,339
1686,5000001685,252,1,,2,1,15000.0,0.0,15000.0,20240313,2024-03-13,1195,2850
1687,5000001686,197,2,1,2,3,15000.0,4500.0,40500.0,20250915,2025-09-15,460,1
1688,5000001687,197,2,1,2,3,15000.0,0.0,45000.0,20250915,2025-09-15,460,1
1689,5000001688,197,2,1,2,3,15000.0,900.0,44100.0,20250915,2025-09-15,460,1
1690,5000001689,342,2,2,2,1,15000.0,1500.0,13500.0,20240514,2024-05-14,1784,2
1691,5000001690,925,2,1,1,3,12000.0,0.0,36000.0,20240229,2024-02-29,1130,1
1692,5000001691,779,1,,2,3,15000.0,0.0,45000.0,20250424,2025-04-24,1753,3121
1693,5000001692,285,1,,1,1,13200.0,0.0,13200.0,20240204,2024-02-04,3117,2080
1694,5000001693,1121,1,,2,3,15000.0,2250.0,42750.0,20241120,2024-11-20,160,1476
1695,5000001694,916,1,,2,1,15000.0,0.0,15000.0,20250928,2025-09-28,2540,992
1696,5000001695,916,1,,2,1,15000.0,0.0,15000.0,20250928,2025-09-28,2540,992
1697,5000001696,818,2,2,2,2,15000.0,3000.0,27000.0,20240326,2024-03-26,1217,2
1698,5000001697,826,1,,1,2,12600.0,0.0,25200.0,20241128,2024-11-28,972,836
1699,5000001698,1082,1,,1,2,12000.0,480.0,23520.0,20241220,2024-12-20,517,2877
1700,5000001699,999,1,,1,1,10800.0,216.0,10584.0,20240319,2024-03-19,740,336
1701,5000001700,488,1,,1,1,12600.0,252.0,12348.0,20240516,2024-05-16,38,867
1702,5000001701,1155,1,,1,3,12000.0,720.0,35280.0,20240222,2024-02-22,3139,1250
1703,5000001702,1092,2,2,1,1,12000.0,0.0,12000.0,20240815,2024-08-15,2514,2
1704,5000001703,221,1,,1,2,10800.0,2160.0,19440.0,20240602,2024-06-02,1221,1463
1705,5000001704,221,1,,1,2,12000.0,1200.0,22800.0,20240602,2024-06-02,1221,1463
1706,5000001705,865,1,,1,3,12000.0,720.0,35280.0,20240517,2024-05-17,3073,639
1707,5000001706,715,2,1,2,1,15000.0,750.0,14250.0,20250410,2025-04-10,2178,1
1708,5000001707,180,1,,1,2,10800.0,2160.0,19440.0,20240616,2024-06-16,1900,601
1709,5000001708,650,2,4,1,3,13200.0,3960.0,35640.0,20250303,2025-03-03,2872,4
1710,5000001709,208,1,,2,3,15000.0,900.0,44100.0,20240323,2024-03-23,2913,149
1711,5000001710,1406,2,3,1,2,12000.0,2400.0,21600.0,20240221,2024-02-21,257,3
1712,5000001711,1406,2,3,2,2,15000.0,1500.0,28500.0,20240221,2024-02-21,257,3
1713,5000001712,1406,2,3,1,1,13200.0,264.0,12936.0,20240221,2024-02-21,257,3
1714,5000001713,353,1,,2,1,16500.0,0.0,16500.0,20241013,2024-10-13,3184,1922
1715,5000001714,1263,1,,1,1,12000.0,1200.0,10800.0,20241006,2024-10-06,796,505
1716,5000001715,1094,2,2,1,1,10800.0,1080.0,9720.0,20240911,2024-09-11,,2
1717,5000001716,318,2,4,2,2,13500.0,1350.0,25650.0,20240719,2024-07-19,1304,4
1718,5000001717,1257,1,,2,3,13500.0,2025.0,38475.0,20240430,2024-04-30,854,1990
1719,5000001718,1257,1,,1,2,12000.0,2400.0,21600.0,20240430,2024-04-30,854,1990
1720,5000001719,551,2,3,2,2,15000.0,1500.0,28500.0,20240523,2024-05-23,742,3
1721,5000001720,918,1,,1,2,12000.0,2400.0,21600.0,20240312,2024-03-12,2728,1837
1722,5000001721,918,1,,1,3,12600.0,756.0,37044.0,20240312,2024-03-12,2728,1837
1723,5000001722,800,2,2,1,1,10800.0,0.0,10800.0,20240329,2024-03-29,1117,2
1724,5000001723,1152,1,,2,3,15000.0,900.0,44100.0,20240711,2024-07-11,,2073
1725,5000001724,1471,1,,2,2,15000.0,1500.0,28500.0,20240830,2024-08-30,1715,1941
1726,5000001725,696,1,,2,2,15000.0,3000.0,27000.0,20250909,2025-09-09,2001,2076
1727,5000001726,945,2,1,2,2,15000.0,600.0,29400.0,20240706,2024-07-06,1885,1
1728,5000001727,214,1,,1,1,12000.0,1200.0,10800.0,20250210,2025-02-10,1122,1015
1729,5000001728,214,1,,1,3,10800.0,3240.0,29160.0,20250210,2025-02-10,1122,1015
1730,5000001729,465,1,,1,2,12000.0,0.0,24000.0,20241019,2024-10-19,2404,575
1731,5000001730,998,1,,1,2,12000.0,0.0,24000.0,20240317,2024-03-17,,3046
1732,5000001731,998,1,,1,3,12600.0,3780.0,34020.0,20240317,2024-03-17,,3046
1733,5000001732,144,1,,2,1,15000.0,0.0,15000.0,20240809,2024-08-09,1728,198
1734,5000001733,683,1,,2,3,15000.0,2250.0,42750.0,20241229,2024-12-29,,20
1735,5000001734,937,1,,1,2,12000.0,2400.0,21600.0,20250410,2025-04-10,1216,384
1736,5000001735,937,1,,1,3,13200.0,792.0,38808.0,20250410,2025-04-10,1216,384
1737,5000001736,500,1,,2,2,15000.0,1500.0,28500.0,20240625,2024-06-25,44,2087
1738,5000001737,237,2,4,1,3,10800.0,1620.0,30780.0,20240410,2024-04-10,84,4
1739,5000001738,237,2,4,2,3,15000.0,0.0,45000.0,20240410,2024-04-10,84,4
1740,5000001739,1371,1,,2,2,15000.0,3000.0,27000.0,20240814,2024-08-14,1971,867
1741,5000001740,479,1,,1,3,12600.0,756.0,37044.0,20250406,2025-04-06,1443,3151
1742,5000001741,479,1,,2,1,13500.0,270.0,13230.0,20250406,2025-04-06,1443,3151
1743,5000001742,786,2,2,1,1,12000.0,600.0,11400.0,20250509,2025-05-09,130,2
1744,5000001743,1148,2,1,1,3,12000.0,1800.0,34200.0,20240618,2024-06-18,839,1
1745,5000001744,1148,2,1,2,1,15000.0,1500.0,13500.0,20240618,2024-06-18,839,1
1746,5000001745,756,2,3,1,3,12000.0,1800.0,34200.0,20241112,2024-11-12,964,3
1747,5000001746,1266,2,2,1,1,12000.0,1200.0,10800.0,20250927,2025-09-27,3123,2
1748,5000001747,276,2,3,2,2,15000.0,1500.0,28500.0,20240822,2024-08-22,,3
1749,5000001748,174,2,2,2,1,15000.0,300.0,14700.0,20250716,2025-07-16,153,2
1750,5000001749,174,2,2,2,3,13500.0,810.0,39690.0,20250716,2025-07-16,153,2
1751,5000001750,9,2,2,2,3,15000.0,0.0,45000.0,20250915,2025-09-15,1089,2
1752,5000001751,326,1,,1,1,10800.0,1080.0,9720.0,20240627,2024-06-27,2861,1585
1753,5000001752,1213,2,2,1,2,10800.0,432.0,21168.0,20250528,2025-05-28,1056,2
1754,5000001753,550,2,4,1,2,12600.0,504.0,24696.0,20250912,2025-09-12,1214,4
1755,5000001754,837,2,2,1,2,12000.0,0.0,24000.0,20250201,2025-02-01,2361,2
1756,5000001755,1303,2,1,1,1,10800.0,540.0,10260.0,20240103,2024-01-03,1855,1
1757,5000001756,1303,2,1,2,2,15000.0,1500.0,28500.0,20240103,2024-01-03,1855,1
1758,5000001757,327,1,,2,3,16500.0,4950.0,44550.0,20250601,2025-06-01,1318,2109
1759,5000001758,1206,2,1,1,1,12000.0,0.0,12000.0,20250408,2025-04-08,989,1
1760,5000001759,942,1,,1,1,12000.0,1200.0,10800.0,20240124,2024-01-24,920,74
1761,5000001760,942,1,,1,2,12000.0,2400.0,21600.0,20240124,2024-01-24,920,74
1762,5000001761,379,2,2,2,3,15000.0,2250.0,42750.0,20250609,2025-06-09,1310,2
1763,5000001762,379,2,2,2,3,15000.0,900.0,44100.0,20250609,2025-06-09,1310,2
1764,5000001763,186,1,,1,1,12000.0,0.0,12000.0,20250223,2025-02-23,2370,2778
1765,5000001764,1264,1,,1,3,12000.0,720.0,35280.0,20250606,2025-06-06,2655,1252
1766,5000001765,1327,2,1,1,1,13200.0,0.0,13200.0,20250516,2025-05-16,2686,1
1767,5000001766,498,1,,1,1,12000.0,600.0,11400.0,20250216,2025-02-16,1694,1862
1768,5000001767,1439,1,,1,1,12600.0,0.0,12600.0,20241109,2024-11-09,1789,2315
1769,5000001768,545,2,2,2,1,15750.0,1575.0,14175.0,20250515,2025-05-15,1409,2
1770,5000001769,545,2,2,2,2,15000.0,3000.0,27000.0,20250515,2025-05-15,1409,2
1771,5000001770,833,1,,1,3,12000.0,3600.0,32400.0,20250513,2025-05-13,425,1408
1772,5000001771,646,1,,2,1,15000.0,1500.0,13500.0,20240825,2024-08-25,2986,1627
1773,5000001772,732,1,,1,2,12000.0,2400.0,21600.0,20240730,2024-07-30,138,783
1774,5000001773,213,1,,2,2,15750.0,0.0,31500.0,20240629,2024-06-29,1844,1845
1775,5000001774,213,1,,1,2,12000.0,1200.0,22800.0,20240629,2024-06-29,1844,1845
1776,5000001775,1365,2,3,1,3,12000.0,720.0,35280.0,20250104,2025-01-04,2998,3
1777,5000001776,545,2,1,1,3,10800.0,648.0,31752.0,20241104,2024-11-04,3047,1
1778,5000001777,821,2,3,1,1,12000.0,1200.0,10800.0,20250114,2025-01-14,2641,3
1779,5000001778,641,2,1,2,2,15750.0,0.0,31500.0,20250426,2025-04-26,1661,1
1780,5000001779,468,1,,1,2,12000.0,480.0,23520.0,20250220,2025-02-20,3,466
1781,5000001780,468,1,,1,3,12000.0,720.0,35280.0,20250220,2025-02-20,3,466
1782,5000001781,609,2,2,2,1,13500.0,675.0,12825.0,20241218,2024-12-18,1684,2
1783,5000001782,609,2,2,2,2,15000.0,600.0,29400.0,20241218,2024-12-18,1684,2
1784,5000001783,609,2,2,1,3,12600.0,756.0,37044.0,20241218,2024-12-18,1684,2
1785,5000001784,880,1,,1,3,12000.0,0.0,36000.0,20250806,2025-08-06,181,1838
1786,5000001785,237,1,,1,2,12000.0,1200.0,22800.0,20250826,2025-08-26,1644,1237
1787,5000001786,506,1,,1,3,12000.0,3600.0,32400.0,20241204,2024-12-04,,3017
1788,5000001787,716,1,,1,1,12000.0,0.0,12000.0,20240815,2024-08-15,,134
1789,5000001788,1141,1,,1,3,10800.0,648.0,31752.0,20250810,2025-08-10,2076,26
1790,5000001789,1492,1,,1,2,12000.0,1200.0,22800.0,20250405,2025-04-05,289,1176
1791,5000001790,1492,1,,2,1,15000.0,0.0,15000.0,20250405,2025-04-05,289,1176
1792,5000001791,1465,1,,2,3,13500.0,2025.0,38475.0,20250512,2025-05-12,378,3102
1793,5000001792,1133,1,,1,1,10800.0,216.0,10584.0,20241130,2024-11-30,2359,1774
1794,5000001793,1133,1,,2,2,15000.0,0.0,30000.0,20241130,2024-11-30,2359,1774
1795,5000001794,1120,1,,1,3,12000.0,3600.0,32400.0,20250712,2025-07-12,1930,3095
1796,5000001795,692,1,,2,3,15750.0,0.0,47250.0,20240117,2024-01-17,1950,639
1797,5000001796,1176,1,,1,3,12000.0,1800.0,34200.0,20250301,2025-03-01,,630
1798,5000001797,188,1,,1,3,12000.0,3600.0,32400.0,20250420,2025-04-20,,3012
1799,5000001798,700,1,,1,3,10800.0,1620.0,30780.0,20250409,2025-04-09,2075,2819
1800,5000001799,194,2,2,2,1,15000.0,1500.0,13500.0,20250401,2025-04-01,2110,2
1801,5000001800,1054,1,,1,1,12600.0,1260.0,11340.0,20241228,2024-12-28,2619,2363
1802,5000001801,1054,1,,2,1,15000.0,0.0,15000.0,20241228,2024-12-28,2619,2363
1803,5000001802,993,2,1,1,1,10800.0,540.0,10260.0,20250208,2025-02-08,,1
1804,5000001803,993,2,1,1,3,12000.0,0.0,36000.0,20250208,2025-02-08,,1
1805,5000001804,337,1,,1,2,10800.0,0.0,21600.0,20250321,2025-03-21,614,1493
1806,5000001805,337,1,,1,3,12000.0,720.0,35280.0,20250321,2025-03-21,614,1493
1807,5000001806,218,2,2,1,1,10800.0,540.0,10260.0,20240805,2024-08-05,1406,2
1808,5000001807,1456,1,,1,3,12000.0,720.0,35280.0,20240313,2024-03-13,2237,3134
1809,5000001808,259,2,1,2,2,15000.0,3000.0,27000.0,20240927,2024-09-27,,1
1810,5000001809,279,2,4,1,1,12000.0,1200.0,10800.0,20240708,2024-07-08,2523,4
1811,5000001810,279,2,4,1,1,10800.0,216.0,10584.0,20240708,2024-07-08,2523,4
1812,5000001811,132,1,,2,1,16500.0,825.0,15675.0,20250515,2025-05-15,785,2981
1813,5000001812,1250,2,2,2,3,15000.0,4500.0,40500.0,20240219,2024-02-19,1400,2
1814,5000001813,1354,2,1,1,3,12000.0,720.0,35280.0,20250620,2025-06-20,1829,1
1815,5000001814,1354,2,1,1,3,12000.0,3600.0,32400.0,20250620,2025-06-20,1829,1
1816,5000001815,1354,2,1,2,2,15750.0,630.0,30870.0,20250620,2025-06-20,1829,1
1817,5000001816,1447,1,,1,1,12600.0,1260.0,11340.0,20250819,2025-08-19,2423,313
1818,5000001817,995,2,2,1,2,13200.0,2640.0,23760.0,20241006,2024-10-06,583,2
1819,5000001818,995,2,2,1,2,12000.0,1200.0,22800.0,20241006,2024-10-06,583,2
1820,5000001819,755,1,,1,1,12000.0,0.0,12000.0,20241022,2024-10-22,1931,719
1821,5000001820,964,1,,2,1,15000.0,0.0,15000.0,20240731,2024-07-31,94,2943
1822,5000001821,147,1,,1,1,12000.0,600.0,11400.0,20240724,2024-07-24,,2771
1823,5000001822,1340,2,1,2,1,13500.0,0.0,13500.0,20250214,2025-02-14,1871,1
1824,5000001823,1340,2,1,1,3,10800.0,648.0,31752.0,20250214,2025-02-14,1871,1
1825,5000001824,544,1,,1,1,12000.0,600.0,11400.0,20250430,2025-04-30,330,1615
1826,5000001825,667,1,,1,3,12000.0,3600.0,32400.0,20250627,2025-06-27,746,2602
1827,5000001826,1200,2,4,1,3,12000.0,0.0,36000.0,20240916,2024-09-16,,4
1828,5000001827,1251,1,,1,2,10800.0,2160.0,19440.0,20240612,2024-06-12,1588,1332
1829,5000001828,1187,1,,1,1,12000.0,240.0,11760.0,20240826,2024-08-26,2293,1951
1830,5000001829,1187,1,,2,1,15000.0,1500.0,13500.0,20240826,2024-08-26,2293,1951
1831,5000001830,1158,2,3,1,3,12000.0,720.0,35280.0,20240124,2024-01-24,280,3
1832,5000001831,250,1,,2,3,15750.0,2362.5,44887.5,20241003,2024-10-03,3141,3048
1833,5000001832,618,1,,1,1,13200.0,264.0,12936.0,20241222,2024-12-22,1233,2635
1834,5000001833,1319,2,3,2,1,15750.0,0.0,15750.0,20250713,2025-07-13,2417,3
1835,5000001834,5,2,2,2,3,15750.0,4725.0,42525.0,20241108,2024-11-08,1007,2
1836,5000001835,1390,1,,2,3,16500.0,4950.0,44550.0,20250131,2025-01-31,2855,1814
1837,5000001836,1390,1,,2,1,15750.0,1575.0,14175.0,20250131,2025-01-31,2855,1814
1838,5000001837,761,1,,2,3,13500.0,2025.0,38475.0,20250101,2025-01-01,2592,2331
1839,5000001838,16,2,4,1,2,12000.0,1200.0,22800.0,20241129,2024-11-29,,4
1840,5000001839,16,2,4,2,2,13500.0,540.0,26460.0,20241129,2024-11-29,,4
1841,5000001840,261,1,,1,1,12000.0,240.0,11760.0,20240727,2024-07-27,89,749
1842,5000001841,18,1,,1,2,12600.0,2520.0,22680.0,20250802,2025-08-02,1533,616
1843,5000001842,18,1,,1,1,13200.0,0.0,13200.0,20250802,2025-08-02,1533,616
1844,5000001843,18,1,,2,3,15000.0,0.0,45000.0,20250802,2025-08-02,1533,616
1845,5000001844,1320,1,,2,3,15000.0,4500.0,40500.0,20250712,2025-07-12,1011,2590
1846,5000001845,1010,1,,2,1,15000.0,300.0,14700.0,20240409,2024-04-09,2611,1340
1847,5000001846,614,2,1,2,3,15750.0,945.0,46305.0,20240329,2024-03-29,3142,1
1848,5000001847,614,2,1,2,3,13500.0,2025.0,38475.0,20240329,2024-03-29,3142,1
1849,5000001848,1264,1,,1,1,12000.0,1200.0,10800.0,20250425,2025-04-25,1993,1974
1850,5000001849,1134,1,,2,2,13500.0,1350.0,25650.0,20240825,2024-08-25,1819,930
1851,5000001850,385,1,,1,1,13200.0,264.0,12936.0,20250209,2025-02-09,2909,690
1852,5000001851,385,1,,2,2,15000.0,0.0,30000.0,20250209,2025-02-09,2909,690
1853,5000001852,235,1,,2,1,15000.0,1500.0,13500.0,20240719,2024-07-19,2038,1712
1854,5000001853,1388,1,,1,1,12600.0,252.0,12348.0,20241106,2024-11-06,16,69
1855,5000001854,398,1,,1,3,12000.0,720.0,35280.0,20250621,2025-06-21,34,2715
1856,5000001855,774,1,,1,1,13200.0,0.0,13200.0,20250713,2025-07-13,2010,2703
1857,5000001856,833,1,,2,1,15000.0,300.0,14700.0,20250604,2025-06-04,1733,2930
1858,5000001857,195,2,2,2,2,15000.0,1500.0,28500.0,20240118,2024-01-18,2698,2
1859,5000001858,355,2,2,1,2,12000.0,0.0,24000.0,20241229,2024-12-29,,2
1860,5000001859,1095,2,2,1,1,12000.0,600.0,11400.0,20250501,2025-05-01,2577,2
1861,5000001860,1374,2,2,1,3,12000.0,720.0,35280.0,20240707,2024-07-07,82,2
1862,5000001861,1374,2,2,2,3,15750.0,4725.0,42525.0,20240707,2024-07-07,82,2
1863,5000001862,1374,2,2,2,2,15750.0,0.0,31500.0,20240707,2024-07-07,82,2
1864,5000001863,1426,1,,2,2,15750.0,630.0,30870.0,20250127,2025-01-27,,676
1865,5000001864,1226,1,,1,1,12000.0,600.0,11400.0,20240711,2024-07-11,3040,304
1866,5000001865,561,1,,2,3,16500.0,2475.0,47025.0,20241215,2024-12-15,,2514
1867,5000001866,756,1,,2,2,13500.0,2700.0,24300.0,20240430,2024-04-30,2847,2050
1868,5000001867,756,1,,2,1,15000.0,0.0,15000.0,20240430,2024-04-30,2847,2050
1869,5000001868,418,2,1,1,1,12000.0,0.0,12000.0,20240428,2024-04-28,2513,1
1870,5000001869,1213,1,,2,3,15000.0,4500.0,40500.0,20240511,2024-05-11,1381,835
1871,5000001870,600,2,3,1,2,13200.0,1320.0,25080.0,20241119,2024-11-19,2364,3
1872,5000001871,242,2,3,1,2,13200.0,0.0,26400.0,20240730,2024-07-30,739,3
1873,5000001872,242,2,3,1,2,12000.0,0.0,24000.0,20240730,2024-07-30,739,3
1874,5000001873,341,2,1,1,3,12000.0,0.0,36000.0,20241002,2024-10-02,2034,1
1875,5000001874,325,2,1,2,3,16500.0,990.0,48510.0,20250702,2025-07-02,3053,1
1876,5000001875,325,2,1,2,1,15000.0,0.0,15000.0,20250702,2025-07-02,3053,1
1877,5000001876,104,1,,1,1,12000.0,240.0,11760.0,20240208,2024-02-08,1602,336
1878,5000001877,1125,2,1,2,1,15000.0,1500.0,13500.0,20241006,2024-10-06,1871,1
1879,5000001878,1125,2,1,2,2,15000.0,3000.0,27000.0,20241006,2024-10-06,1871,1
1880,5000001879,598,1,,2,2,15000.0,600.0,29400.0,20250802,2025-08-02,,2883
1881,5000001880,598,1,,2,3,15000.0,0.0,45000.0,20250802,2025-08-02,,2883
1882,5000001881,598,1,,1,1,10800.0,1080.0,9720.0,20250802,2025-08-02,,2883
1883,5000001882,20,1,,2,3,15000.0,4500.0,40500.0,20250322,2025-03-22,3130,1081
1884,5000001883,20,1,,2,2,15750.0,1575.0,29925.0,20250322,2025-03-22,3130,1081
1885,5000001884,656,1,,1,3,12000.0,0.0,36000.0,20250719,2025-07-19,2147,2400
1886,5000001885,319,2,3,1,2,12000.0,480.0,23520.0,20250928,2025-09-28,2443,3
1887,5000001886,319,2,3,2,2,15000.0,3000.0,27000.0,20250928,2025-09-28,2443,3
1888,5000001887,922,2,3,2,3,15750.0,945.0,46305.0,20240228,2024-02-28,690,3
1889,5000001888,922,2,3,1,3,13200.0,1980.0,37620.0,20240228,2024-02-28,690,3
1890,5000001889,868,2,1,1,2,12000.0,1200.0,22800.0,20240403,2024-04-03,2109,1
1891,5000001890,31,2,1,1,1,10800.0,1080.0,9720.0,20240531,2024-05-31,3127,1
1892,5000001891,890,2,4,2,3,15000.0,0.0,45000.0,20240108,2024-01-08,525,4
1893,5000001892,643,1,,2,1,15000.0,300.0,14700.0,20250621,2025-06-21,1310,2090
1894,5000001893,1110,1,,2,1,13500.0,0.0,13500.0,20241112,2024-11-12,665,2188
1895,5000001894,1210,1,,1,2,12000.0,1200.0,22800.0,20240917,2024-09-17,1094,2023
1896,5000001895,1210,1,,2,1,15000.0,750.0,14250.0,20240917,2024-09-17,1094,2023
1897,5000001896,1210,1,,1,2,12000.0,1200.0,22800.0,20240917,2024-09-17,1094,2023
1898,5000001897,1041,2,1,1,2,12000.0,0.0,24000.0,20240711,2024-07-11,1248,1
1899,5000001898,561,1,,2,2,13500.0,1350.0,25650.0,20240529,2024-05-29,2600,412
1900,5000001899,561,1,,1,3,12600.0,3780.0,34020.0,20240529,2024-05-29,2600,412
1901,5000001900,812,1,,1,1,12600.0,1260.0,11340.0,20250103,2025-01-03,750,168
1902,5000001901,1219,2,3,1,3,13200.0,1980.0,37620.0,20241114,2024-11-14,3095,3
1903,5000001902,1246,2,3,1,2,12000.0,0.0,24000.0,20240309,2024-03-09,2928,3
1904,5000001903,1246,2,3,1,1,12600.0,0.0,12600.0,20240309,2024-03-09,2928,3
1905,5000001904,116,1,,1,3,12600.0,1890.0,35910.0,20241205,2024-12-05,2356,334
1906,5000001905,204,2,2,1,2,12000.0,480.0,23520.0,20241218,2024-12-18,1630,2
1907,5000001906,116,2,3,1,1,12600.0,0.0,12600.0,20250429,2025-04-29,2438,3
1908,5000001907,491,1,,1,1,12600.0,0.0,12600.0,20240708,2024-07-08,1420,3151
1909,5000001908,1281,1,,2,3,15000.0,900.0,44100.0,20250823,2025-08-23,1012,1391
1910,5000001909,1281,1,,1,3,12600.0,756.0,37044.0,20250823,2025-08-23,1012,1391
1911,5000001910,384,2,2,1,2,12000.0,2400.0,21600.0,20250428,2025-04-28,1588,2
1912,5000001911,384,2,2,1,3,12000.0,3600.0,32400.0,20250428,2025-04-28,1588,2
1913,5000001912,384,2,2,2,2,15000.0,600.0,29400.0,20250428,2025-04-28,1588,2
1914,5000001913,595,2,3,1,1,12000.0,600.0,11400.0,20250802,2025-08-02,2635,3
1915,5000001914,185,1,,2,1,15000.0,300.0,14700.0,20250224,2025-02-24,1616,32
1916,5000001915,185,1,,1,1,10800.0,1080.0,9720.0,20250224,2025-02-24,1616,32
1917,5000001916,1329,1,,2,3,15000.0,4500.0,40500.0,20250719,2025-07-19,1914,2560
1918,5000001917,458,2,4,1,3,12000.0,3600.0,32400.0,20240120,2024-01-20,1145,4
1919,5000001918,458,2,4,1,2,10800.0,432.0,21168.0,20240120,2024-01-20,1145,4
1920,5000001919,711,1,,1,1,12000.0,1200.0,10800.0,20240322,2024-03-22,845,1015
1921,5000001920,1169,1,,2,3,15000.0,0.0,45000.0,20240211,2024-02-11,23,667
