payment_sk,id,customer_id,billing_address_id,channel_id,store_id,method,status_payment,amount,paid_at_date_id,paid_at_time,transaction_ref
1765,7000001764,656,3212.0,1,,CARD,PAID,44760.0,20250204,23:51:04,TX-1T3ZA2EDY6CQ
1766,7000001765,1324,1970.0,2,4.0,CASH,PAID,14229.6,20250221,00:10:37,TX-H0SI33CL2HZE
1767,7000001766,1133,1816.0,2,2.0,CASH,PAID,34485.0,20240805,21:06:02,TX-KV5AA7UAKTBW
1768,7000001767,921,,2,4.0,CASH,PAID,43451.1,20240701,02:14:37,TX-E09LG3U57V38
1769,7000001768,16,3346.0,1,,GATEWAY,PAID,44188.8,20240528,14:46:53,TX-9PUDO2NJ3GLX
1770,7000001769,1099,,1,,CARD,PAID,14694.0,20240820,18:29:02,TX-68HJGWBWKRHQ
1771,7000001770,920,1979.0,2,3.0,TRANSFER,PAID,49005.0,20240228,06:01:48,TX-NTN37FPHEKD3
1772,7000001771,503,,1,,CARD,PAID,37200.0,20240925,17:22:45,TX-IN1XWXBNZBVH
1773,7000001772,1057,1847.0,2,4.0,CARD,PAID,18150.0,20250616,10:12:00,TX-DD0HTJH7ZOC3
1774,7000001773,1044,3059.0,1,,GATEWAY,PAID,36774.0,20250623,10:01:41,TX-3Y2W1V2CETU4
1775,7000001774,1012,2961.0,1,,GATEWAY,PAID,35385.0,20250109,00:13:19,TX-G8IBHBHU6DBF
1776,7000001775,163,1998.0,2,1.0,CASH,PAID,29040.0,20250528,13:48:57,TX-HBIWG7PG5FAB
1777,7000001776,347,1234.0,2,4.0,TRANSFER,PAID,34485.0,20240805,22:10:16,TX-O6QF8SY1VU2A
1778,7000001777,634,1908.0,1,,CARD,PAID,31944.0,20250930,18:41:34,TX-UTOTYT9EKB8K
1779,7000001778,1463,2143.0,1,,GATEWAY,FAILED,87712.5,,,
1780,7000001779,123,3735.0,1,,GATEWAY,PAID,43008.0,20241022,22:39:41,TX-W5H87ZNUVNUH
1781,7000001780,638,3402.0,1,,GATEWAY,PAID,73074.0,20250925,08:53:35,TX-VSVBCLX0CHX4
1782,7000001781,1230,3599.0,1,,GATEWAY,PAID,15720.0,20250809,04:37:18,TX-LNCOQT2CRQ51
1783,7000001782,689,3947.0,2,1.0,CARD,PAID,14520.0,20241103,23:35:48,TX-MNPVNU0VNHFO
1784,7000001783,1069,1315.0,1,,GATEWAY,PAID,74889.0,20240808,20:39:17,TX-JX3VPOMJYNRX
1785,7000001784,1335,2414.0,1,,CARD,PAID,26029.2,20240428,18:06:57,TX-BJHC552AOL5T
1786,7000001785,1312,3224.0,2,4.0,CARD,FAILED,16008.3,,,
1787,7000001786,992,2240.0,2,4.0,CARD,REFUNDED,32670.0,20240125,13:10:52,TX-WZVJVPQURCSN
1788,7000001787,713,1544.0,2,4.0,CASH,PAID,49803.6,20241102,21:55:07,TX-IGK96US74H5B
1789,7000001788,1477,2748.0,2,2.0,CASH,PAID,13068.0,20250718,17:23:54,TX-ZUB9DVTN4MC5
1790,7000001789,1333,,1,,GATEWAY,PAID,30240.0,20250430,08:15:12,TX-EHQYLSV0Z3OL
1791,7000001790,980,,1,,GATEWAY,PAID,72892.5,20250116,04:00:42,TX-M8VZ5WIWRGP4
1792,7000001791,977,3950.0,2,4.0,CASH,PAID,53361.0,20250418,10:15:22,TX-UWEHLOOMFSQM
1793,7000001792,1254,1496.0,1,,GATEWAY,PAID,13914.6,20240714,04:28:46,TX-GVPP8VPDP6TO
1794,7000001793,1126,1530.0,1,,CARD,PAID,77793.0,20240723,09:12:18,TX-90S77FDZL5L3
1795,7000001794,436,2633.0,1,,CARD,PAID,14520.0,20241102,06:27:07,TX-GXB3DIEBYFZV
1796,7000001795,1117,4127.0,1,,CARD,PAID,33570.0,20240709,12:17:50,TX-6WSNAEG7W1RA
1797,7000001796,276,1166.0,2,1.0,CARD,PAID,34485.0,20241015,06:35:09,TX-GR30VICV801D
1798,7000001797,551,2160.0,1,,GATEWAY,PAID,40104.0,20250202,08:23:55,TX-T49O7D2JIGCO
1799,7000001798,1479,3534.0,2,1.0,CARD,REFUNDED,39204.0,20250324,21:48:25,TX-6F37YH2ENAOZ
1800,7000001799,274,3239.0,2,2.0,CASH,PAID,16335.0,20240115,13:12:40,TX-F7U8KEBXUKXM
1801,7000001800,361,1281.0,2,3.0,CASH,PAID,30492.0,20240701,10:48:39,TX-J7KOHGQTZ0K2
1802,7000001801,17,3082.0,1,,GATEWAY,PAID,40104.0,20240911,21:30:58,TX-1USP91BZUJWE
1803,7000001802,713,1098.0,1,,GATEWAY,PAID,39131.4,20240206,21:22:06,TX-8QNOBVDWP1I1
1804,7000001803,1142,2477.0,2,4.0,CASH,FAILED,13794.0,,,
1805,7000001804,1094,4.0,1,,CARD,PAID,33570.0,20240918,18:50:20,TX-05PEWMRJCDCI
1806,7000001805,637,1109.0,1,,GATEWAY,PAID,16908.3,20250829,08:02:46,TX-OHKJ6FFZ5UM8
1807,7000001806,1416,,1,,CARD,PAID,44760.0,20241015,00:39:49,TX-CY47C1GFMGLH
1808,7000001807,949,3515.0,1,,GATEWAY,PAID,85570.8,20240925,23:40:28,TX-Q7QPAFV2RKQK
1809,7000001808,1146,2704.0,1,,GATEWAY,FAILED,80987.4,,,
1810,7000001809,1482,3118.0,1,,CARD,PAID,16746.0,20240315,16:48:41,TX-SWNQ7I11RUSU
1811,7000001810,496,2988.0,1,,GATEWAY,PAID,44188.8,20240914,08:02:59,TX-8LN27241MDHG
1812,7000001811,991,3895.0,1,,GATEWAY,PAID,58370.16,20250805,16:31:04,TX-CUVAJSCWO5BN
1813,7000001812,915,2455.0,2,2.0,CASH,PENDING,39204.0,,,
1814,7000001813,970,3416.0,2,3.0,CASH,PAID,26136.0,20250330,05:04:37,TX-H20FEP4B6AR3
1815,7000001814,1166,,2,3.0,CARD,PAID,17787.0,20241121,18:30:59,TX-RJHCAKZZES0L
1816,7000001815,1038,2729.0,2,3.0,TRANSFER,PAID,45476.64,20241203,12:25:01,TX-Q6LPWLFNBS1M
1817,7000001816,1103,2206.0,2,4.0,CARD,FAILED,70893.9,,,
1818,7000001817,1326,3401.0,1,,CARD,FAILED,50858.4,,,
1819,7000001818,1066,1488.0,2,4.0,TRANSFER,PAID,35937.0,20250108,19:31:44,TX-3XBWR92N94FT
1820,7000001819,1067,1349.0,1,,GATEWAY,PAID,42582.0,20240604,13:38:24,TX-GWOUF00EHPJL
1821,7000001820,202,2055.0,2,1.0,CASH,PENDING,50166.6,,,
1822,7000001821,1456,1878.0,1,,CARD,PAID,33870.0,20240928,23:54:06,TX-2XZHWXSONGDI
1823,7000001822,101,2849.0,2,4.0,CARD,PAID,18150.0,20250523,04:32:56,TX-DVT9U6N0RGGP
1824,7000001823,312,1734.0,2,1.0,CARD,PAID,13794.0,20240725,03:08:06,TX-DR4XLFET3K2N
1825,7000001824,982,,2,2.0,CASH,FAILED,51455.25,,,
1826,7000001825,650,3101.0,2,3.0,CASH,PAID,35574.0,20240508,14:20:32,TX-V8WXSQGU5GEB
1827,7000001826,645,3285.0,2,2.0,CASH,PAID,53361.0,20240730,15:17:23,TX-IT6KXPXSGG24
1828,7000001827,852,3974.0,2,3.0,CARD,PAID,27442.8,20240113,05:22:17,TX-8NIHJUPEVMY2
1829,7000001828,1291,1575.0,1,,CARD,PAID,38252.7,20241019,05:17:54,TX-9NM3RP7EYDR1
1830,7000001829,916,,1,,CARD,PAID,13706.64,20250310,01:33:27,TX-XBP7FCZ7SH63
1831,7000001830,680,1462.0,1,,GATEWAY,REFUNDED,14483.7,20241122,06:45:11,TX-T2MJXI5W1VHQ
1832,7000001831,1001,2442.0,2,3.0,TRANSFER,PAID,39204.0,20240815,05:32:14,TX-4P3WMRDO89LA
1833,7000001832,1301,2643.0,2,3.0,CASH,PAID,43560.0,20250704,23:34:22,TX-A6Q8MGLJ9E6I
1834,7000001833,1065,3233.0,1,,GATEWAY,PAID,59132.7,20250905,19:47:44,TX-XQL9T274OO1H
1835,7000001834,1045,2580.0,1,,CARD,PAID,69589.2,20240818,16:18:20,TX-GCVKD5AUB8D0
1836,7000001835,849,1575.0,2,2.0,TRANSFER,PAID,41382.0,20250131,06:38:10,TX-33SE4WHCH292
1837,7000001836,1307,2497.0,2,1.0,CARD,PAID,42761.4,20240217,18:58:10,TX-GDNT5VDWIB79
1838,7000001837,731,3554.0,1,,CARD,PAID,13968.0,20250618,21:58:35,TX-ZR9M682LW1XY
1839,7000001838,221,4095.0,1,,GATEWAY,REFUNDED,35385.0,20240731,22:24:03,TX-Z9T33SBFOIXH
1840,7000001839,1115,3983.0,2,1.0,CARD,PAID,36300.0,20240121,15:49:33,TX-FIA793VOPWC3
1841,7000001840,388,2981.0,1,,CARD,PAID,16852.56,20250207,22:59:42,TX-VVAYFCTCV812
1842,7000001841,789,2947.0,1,,GATEWAY,PAID,58980.0,20240205,01:26:09,TX-3CT96E9SS7DC
1843,7000001842,1390,3981.0,1,,CARD,FAILED,44760.0,,,
1844,7000001843,93,4176.0,2,1.0,CASH,PAID,116160.0,20240318,01:00:03,TX-L0JX3PHJCPI5
1845,7000001844,452,3992.0,1,,CARD,PAID,52627.5,20240612,13:46:06,TX-SH4JC5N1D5P6
1846,7000001845,103,1870.0,1,,CARD,PAID,51003.6,20250115,02:57:14,TX-MX8N2IAD32Y0
1847,7000001846,204,3331.0,1,,CARD,PAID,30167.4,20250321,08:35:20,TX-JIWKCJWQ3PXR
1848,7000001847,1126,2356.0,1,,CARD,PAID,57172.5,20250612,06:22:39,TX-Z9HHM5WKAUXG
1849,7000001848,1496,4033.0,2,4.0,TRANSFER,PAID,34485.0,20250205,02:52:05,TX-2758WOSX7FQG
1850,7000001849,1192,2541.0,1,,GATEWAY,PAID,49905.0,20241221,09:39:06,TX-KTNU3SWNHGNH
1851,7000001850,797,3334.0,1,,CARD,FAILED,30240.0,,,
1852,7000001851,391,4099.0,2,4.0,TRANSFER,REFUNDED,45375.0,20240603,04:22:41,TX-INTHWI2LLQJK
1853,7000001852,1336,4072.0,2,2.0,CASH,REFUNDED,42035.4,20241001,18:14:39,TX-WNUOTSQEIMBY
1854,7000001853,434,2133.0,2,3.0,CASH,PAID,59895.0,20240727,02:32:12,TX-VP6GDGY87QTH
1855,7000001854,724,,1,,CARD,PAID,15129.6,20250311,16:00:56,TX-SY0OCULIEACP
1856,7000001855,1157,1476.0,1,,CARD,PAID,69877.5,20250605,11:41:15,TX-75XMD2WFHKIU
1857,7000001856,450,1297.0,2,2.0,CASH,PAID,34485.0,20240729,11:50:48,TX-PM5231D2A8JW
1858,7000001857,655,,1,,CARD,PAID,37800.0,20250611,12:11:10,TX-93HLCXJPO95A
1859,7000001858,688,2271.0,1,,CARD,PAID,40404.0,20241010,14:59:31,TX-N4US8GUE4TQN
1860,7000001859,274,2954.0,2,2.0,CARD,REFUNDED,37352.7,20240923,19:49:20,TX-N30EDJQ38LV0
1861,7000001860,815,2722.0,1,,CARD,PAID,68055.0,20241230,01:46:29,TX-JEIX1W2G8RAX
1862,7000001861,1202,2537.0,2,1.0,CASH,PAID,34485.0,20240929,07:23:46,TX-25A76SHI5SH7
1863,7000001862,208,3738.0,1,,GATEWAY,PAID,44460.0,20240506,12:16:29,TX-2C9J2SMNP574
1864,7000001863,1119,2264.0,1,,GATEWAY,PAID,47454.75,20250316,21:35:03,TX-Q7QNAPARBU7H
1865,7000001864,871,1426.0,2,4.0,TRANSFER,PAID,27588.0,20241209,01:30:18,TX-MYSJJEFSRDKD
1866,7000001865,1089,3980.0,1,,GATEWAY,PAID,43371.0,20250206,06:22:39,TX-KBNA6WSDPNL1
1867,7000001866,1313,1884.0,1,,CARD,PAID,42364.2,20240902,00:09:52,TX-AAO8X881PD5T
1868,7000001867,1169,3412.0,2,1.0,CARD,PAID,42688.8,20240819,08:54:41,TX-XU48BOKNJWBA
1869,7000001868,497,1326.0,2,1.0,CARD,REFUNDED,60984.0,20250117,15:17:32,TX-S3AAAEBVG0BY
1870,7000001869,274,3807.0,1,,CARD,PAID,19004.62,20240709,19:21:20,TX-4P8ZC5VX7OG0
1871,7000001870,1391,3117.0,1,,CARD,FAILED,52927.5,,,
1872,7000001871,682,3389.0,1,,CARD,PAID,37500.0,20250317,10:09:45,TX-VZ8AE2JOKF38
1873,7000001872,1063,1040.0,2,2.0,CASH,PAID,35574.0,20250629,01:41:41,TX-NHEM42158JYS
1874,7000001873,535,3710.0,1,,GATEWAY,PAID,20765.7,20240809,09:17:35,TX-YOLD3ZRY7SHP
1875,7000001874,1140,2144.0,2,3.0,TRANSFER,PAID,76121.1,20250409,14:10:29,TX-80VWUIH1ZRAV
1876,7000001875,712,2847.0,1,,GATEWAY,PAID,14306.64,20240501,23:26:45,TX-BXPOPPO7Q1AZ
1877,7000001876,771,3956.0,2,3.0,CASH,PAID,42688.8,20240409,03:32:58,TX-CO77A086ALYJ
1878,7000001877,1234,4141.0,2,3.0,CASH,FAILED,81820.2,,,
1879,7000001878,193,2161.0,1,,CARD,PAID,18142.5,20250711,18:35:19,TX-1SO4CXLC3JGV
1880,7000001879,1481,4050.0,2,3.0,CASH,PAID,32670.0,20240521,05:47:10,TX-URLYDARSS11J
1881,7000001880,1420,3034.0,1,,CARD,PAID,17208.3,20240914,07:01:04,TX-ELMGBWKEYARZ
1882,7000001881,866,3059.0,1,,CARD,PAID,55176.0,20241103,12:06:55,TX-4TFUWP1862MR
1883,7000001882,1360,2642.0,1,,GATEWAY,PAID,31247.85,20240805,10:21:08,TX-8UXIMIX0HIG1
1884,7000001883,26,3080.0,2,2.0,CASH,PAID,37243.8,20240404,11:39:37,TX-X755MCT30JHN
1885,7000001884,890,1256.0,2,1.0,CASH,PAID,28459.2,20241110,15:43:03,TX-RR0AMQGMNYG7
1886,7000001885,1466,2506.0,2,2.0,CASH,PAID,38419.92,20250309,21:32:25,TX-2YFUGOM0M1TE
1887,7000001886,1114,1445.0,1,,GATEWAY,PAID,30303.0,20240124,15:41:16,TX-JLARN901X3YX
1888,7000001887,952,,2,2.0,CARD,PAID,30346.8,20240308,00:59:52,TX-PKPGIMULQD7G
1889,7000001888,235,3519.0,1,,CARD,PAID,18742.5,20241104,01:53:51,TX-AD1EXTI3TWAO
1890,7000001889,264,2653.0,1,,GATEWAY,FAILED,14229.6,,,
1891,7000001890,649,,1,,CARD,FAILED,31392.0,,,
1892,7000001891,1220,2721.0,1,,CARD,PAID,58100.25,20241226,23:40:22,TX-28Q9NNDIOMYI
1893,7000001892,868,2857.0,1,,CARD,PAID,12661.2,20240918,11:08:17,TX-5QS6Y9H2XOZD
1894,7000001893,298,,1,,GATEWAY,PAID,15720.0,20250513,07:10:47,TX-DDPACD8LB612
1895,7000001894,447,3744.0,1,,CARD,PAID,28788.0,20250203,17:50:42,TX-66D931MB74L3
1896,7000001895,464,3474.0,2,3.0,CASH,PAID,43560.0,20241221,17:40:10,TX-XL6P43S87SOL
1897,7000001896,49,,1,,CARD,PAID,39619.92,20240412,04:33:27,TX-DKPSKO8TIT7X
1898,7000001897,454,2462.0,1,,GATEWAY,PAID,16020.0,20240728,22:27:51,TX-QWHA1NQSY9GK
1899,7000001898,1185,3136.0,2,4.0,CARD,PAID,39204.0,20250717,09:13:06,TX-BURV8TJ0NKZ0
1900,7000001899,226,2087.0,1,,CARD,PAID,57800.25,20250207,13:58:09,TX-QP2X5R3TQ8MD
1901,7000001900,147,3372.0,2,2.0,CASH,PAID,35574.0,20240425,02:58:57,TX-T7V9P79ZWNMW
1902,7000001901,899,2457.0,1,,CARD,PAID,36209.25,20240916,17:26:40,TX-IKSGBP21S50G
1903,7000001902,1306,1396.0,2,3.0,CASH,PAID,23522.4,20250613,15:52:08,TX-PQCT2FZTHLQ1
1904,7000001903,768,2814.0,2,1.0,CARD,PENDING,42688.8,,,
1905,7000001904,59,2021.0,2,3.0,CASH,PAID,32670.0,20250808,09:12:40,TX-ZSMAYNQPOU01
1906,7000001905,772,3312.0,2,4.0,CARD,PAID,38419.92,20240729,13:04:12,TX-C1FF6CATJQB4
1907,7000001906,656,2801.0,1,,CARD,PAID,33570.0,20250916,05:51:26,TX-MO2695CFH5IQ
1908,7000001907,903,1764.0,2,4.0,CASH,PAID,51727.5,20240117,14:18:01,TX-T96696JA5TXW
1909,7000001908,30,3616.0,2,1.0,CASH,PAID,27442.8,20250611,14:11:39,TX-CHPDDEBW0IGQ
1910,7000001909,301,3370.0,2,1.0,TRANSFER,PAID,27951.0,20250909,20:02:13,TX-AT8NDPVPHHO6
1911,7000001910,779,3480.0,2,4.0,CASH,REFUNDED,85755.12,20250617,16:53:16,TX-1JSL14O1DIRL
1912,7000001911,883,1785.0,1,,GATEWAY,PAID,35985.0,20250218,05:19:09,TX-GGUP3134QV96
1913,7000001912,737,,1,,CARD,PAID,14568.0,20240122,09:26:14,TX-EGYSIKZAYAG2
1914,7000001913,1160,3367.0,1,,GATEWAY,PAID,28788.0,20250923,13:24:06,TX-9G2C2350534N
1915,7000001914,140,1756.0,1,,CARD,REFUNDED,42582.0,20241202,00:31:37,TX-0C3VJ0POJKKC
1916,7000001915,218,2266.0,1,,GATEWAY,PAID,49905.0,20250509,18:50:33,TX-7CCOJAGQYJ9C
1917,7000001916,562,,2,3.0,CASH,REFUNDED,54450.0,20240705,23:59:53,TX-BUVMZ35EQO97
1918,7000001917,294,3918.0,1,,GATEWAY,REFUNDED,12661.2,20250601,19:47:55,TX-FORCBFZWWCP8
1919,7000001918,1053,1276.0,2,1.0,CASH,FAILED,18966.75,,,
1920,7000001919,733,1357.0,2,1.0,TRANSFER,PAID,152460.0,20240520,11:52:11,TX-GULNULVTU96P
1921,7000001920,548,2596.0,2,1.0,CARD,FAILED,18150.0,,,
1922,7000001921,370,4066.0,2,1.0,CARD,PAID,18104.62,20241112,21:08:52,TX-20R5PCZEKF82
1923,7000001922,1293,1613.0,2,2.0,CASH,PAID,28459.2,20240401,19:52:18,TX-QCKIZCZ9SZRV
1924,7000001923,1458,2824.0,1,,CARD,PAID,61821.0,20250108,06:30:57,TX-4WPJMDECDDKS
1925,7000001924,233,3968.0,2,2.0,CASH,PAID,47313.42,20250120,07:04:00,TX-9K0BYZOX30PA
1926,7000001925,820,1417.0,1,,CARD,PAID,14229.6,20241129,15:41:38,TX-VPXE3F0SZRDY
1927,7000001926,1300,2149.0,1,,CARD,PAID,18442.5,20240212,10:20:03,TX-7UOVM7VSP0OR
1928,7000001927,1468,1983.0,2,1.0,CASH,PAID,60258.0,20250314,16:39:02,TX-I8UVXG0RUHMB
1929,7000001928,503,1798.0,1,,CARD,PAID,29659.2,20250312,14:04:15,TX-TPQZZ0IB8FY7
1930,7000001929,734,1554.0,1,,GATEWAY,PAID,14006.64,20250531,03:46:36,TX-PVYA3ZQYPY3J
1931,7000001930,1479,1836.0,1,,CARD,PAID,60831.3,20240519,08:08:19,TX-VIV2EOE57VMZ
1932,7000001931,494,,2,4.0,CARD,PAID,28459.2,20241007,11:17:56,TX-PO3JI69Q2SMJ
1933,7000001932,296,2958.0,2,2.0,CASH,PAID,13794.0,20241023,22:04:23,TX-PB15MCHUZX1L
1934,7000001933,957,1931.0,2,4.0,CARD,PAID,32670.0,20250525,01:29:44,TX-ESEKXY9DWZY0
1935,7000001934,851,4014.0,2,3.0,CASH,PAID,23522.4,20250810,22:15:00,TX-85HK6OJ244E6
1936,7000001935,1068,1308.0,1,,CARD,PAID,32916.6,20250809,03:17:49,TX-HPY92IDF5C5A
1937,7000001936,387,1733.0,2,3.0,CARD,PAID,77863.5,20240929,21:03:28,TX-BFOSORNJOA8U
1938,7000001937,634,4196.0,1,,CARD,PAID,62358.24,20241230,20:59:00,TX-B8IIGX5JT6GT
1939,7000001938,533,1340.0,1,,GATEWAY,PAID,38143.8,20240914,12:43:01,TX-DBXUFXNNMF9G
1940,7000001939,851,3027.0,2,2.0,CARD,PAID,61710.0,20241103,04:15:26,TX-G3HH0XIPRZQD
1941,7000001940,1393,2005.0,1,,GATEWAY,PAID,17535.0,20250201,14:38:17,TX-GHZC1HTGNLE7
1942,7000001941,27,2731.0,2,1.0,CASH,PAID,75340.65,20250419,21:56:03,TX-FISHURPWDD5D
1943,7000001942,782,2574.0,2,2.0,CASH,PAID,18104.62,20240627,08:44:38,TX-MQPJUZDIKG7R
1944,7000001943,195,1463.0,1,,CARD,PAID,45931.2,20250122,18:45:10,TX-PDJJISLJA1UW
1945,7000001944,278,2203.0,2,1.0,CARD,PAID,41382.0,20240311,05:57:41,TX-T3REI5I8JIUM
1946,7000001945,904,3318.0,2,2.0,CASH,PAID,15972.0,20250402,19:57:04,TX-SS8ODZHROHYY
1947,7000001946,555,1429.0,1,,CARD,PAID,44760.0,20250406,09:37:46,TX-HH3G0P6BI0MJ
1948,7000001947,131,1944.0,1,,CARD,FAILED,97249.8,,,
1949,7000001948,1309,1065.0,1,,GATEWAY,FAILED,16073.4,,,
1950,7000001949,1496,2322.0,1,,GATEWAY,PAID,18987.0,20250813,04:56:44,TX-WT46E91JQ2VH
1951,7000001950,1260,2115.0,1,,GATEWAY,PAID,27036.0,20241020,13:57:58,TX-A953UDSX31FB
1952,7000001951,9,2039.0,1,,GATEWAY,PAID,36474.0,20240222,21:29:38,TX-3D5VOVK12G4H
1953,7000001952,129,3803.0,1,,GATEWAY,PAID,14483.7,20240904,03:14:51,TX-IJIKOXSKO7LO
1954,7000001953,349,3147.0,1,,CARD,PAID,40704.0,20240713,02:11:32,TX-RH2XP3GUFCCH
1955,7000001954,1399,1095.0,2,2.0,CASH,PAID,28459.2,20250423,10:16:20,TX-A2MQRBNY0QEH
1956,7000001955,197,,2,4.0,CASH,PAID,19057.5,20250316,00:21:05,TX-KEJHYV5POUIZ
1957,7000001956,729,1655.0,2,1.0,CARD,FAILED,14941.08,,,
1958,7000001957,414,3710.0,1,,CARD,PAID,40104.0,20240802,15:28:06,TX-L270HOK02QFY
1959,7000001958,1394,3183.0,1,,CARD,FAILED,38833.5,,,
1960,7000001959,1380,3896.0,1,,CARD,PAID,39619.92,20250415,08:08:34,TX-VOG7FQE8M520
1961,7000001960,1087,,2,4.0,CASH,PAID,70102.56,20250303,02:56:04,TX-PS8B53CZJY2J
1962,7000001961,1218,1745.0,1,,CARD,PAID,92593.8,20250406,13:09:01,TX-E835ORDA6SSJ
1963,7000001962,650,3047.0,2,4.0,CARD,PAID,45738.0,20240229,13:17:06,TX-W6GL56IXRXE3
1964,7000001963,114,2487.0,1,,CARD,PAID,30249.6,20250419,05:49:26,TX-ST343BZBWF5N
1965,7000001964,1004,1292.0,1,,GATEWAY,PAID,45004.5,20240901,08:43:07,TX-A165E6G1SHI7
1966,7000001965,567,2577.0,1,,CARD,PAID,77348.85,20241030,00:02:50,TX-JNDRH8B1NNGH
1967,7000001966,967,3684.0,1,,GATEWAY,PAID,49905.0,20240904,16:37:33,TX-2VQLKJNQ2RIC
1968,7000001967,944,1436.0,1,,CARD,PAID,31082.16,20250508,22:29:29,TX-PB05EJAJ88AS
1969,7000001968,1150,4036.0,1,,GATEWAY,PAID,40404.0,20240925,09:44:16,TX-CZPLEHKAA8RC
1970,7000001969,1301,1844.0,1,,CARD,PAID,78408.0,20241027,13:55:54,TX-5OII4XDLPG2T
1971,7000001970,415,2683.0,2,3.0,CARD,FAILED,49005.0,,,
1972,7000001971,197,1670.0,2,2.0,CARD,FAILED,16335.0,,,
1973,7000001972,1280,1896.0,2,3.0,CARD,PAID,81529.8,20250617,23:07:47,TX-WM6DZTN6Q741
1974,7000001973,707,1522.0,1,,CARD,PAID,76956.0,20240522,23:42:28,TX-60TNIASSN8VI
1975,7000001974,750,2057.0,1,,CARD,PAID,40404.0,20240922,20:53:54,TX-6383F7N8S0WI
1976,7000001975,420,1325.0,1,,CARD,PAID,16073.4,20240528,00:57:57,TX-2XJC3PEK2113
1977,7000001976,264,3311.0,1,,GATEWAY,PAID,14229.6,20240408,17:50:43,TX-H6PRAXKSBRS2
1978,7000001977,451,1791.0,2,3.0,CARD,PAID,57172.5,20240707,15:13:27,TX-2IQPZ502XUUA
1979,7000001978,554,2468.0,2,2.0,CASH,PAID,50275.5,20240324,18:29:20,TX-790IGX7LHB3E
1980,7000001979,863,1898.0,2,2.0,CASH,PAID,75141.0,20240614,00:44:01,TX-4JDF00BJU3DF
1981,7000001980,1469,2240.0,1,,GATEWAY,PAID,15429.6,20240702,13:57:31,TX-8XVU19MK4VFF
1982,7000001981,530,1226.0,2,4.0,CARD,PAID,43560.0,20250728,23:03:23,TX-W8MW5G4620BQ
1983,7000001982,1191,1354.0,2,2.0,TRANSFER,PAID,53361.0,20250809,08:08:01,TX-0PBW2HYS2A2G
1984,7000001983,258,3048.0,2,3.0,CASH,PAID,42471.0,20240403,01:25:23,TX-NK4MI0UI02KL
1985,7000001984,82,2.0,1,,GATEWAY,PAID,32916.6,20250304,11:58:21,TX-XETAYL91NZZU
1986,7000001985,18,1437.0,1,,GATEWAY,PAID,13968.0,20241216,14:27:34,TX-47ZYNMXC1IPN
1987,7000001986,282,1650.0,2,2.0,CASH,PAID,34485.0,20240315,15:32:08,TX-XJYS66R6LPNE
1988,7000001987,1322,4089.0,1,,GATEWAY,PAID,48157.68,20240508,14:09:38,TX-IDC4FJTIGOWD
1989,7000001988,1459,1713.0,2,4.0,CARD,PAID,14941.08,20241115,11:19:27,TX-GM8J8YX7NQAC
1990,7000001989,186,1701.0,2,2.0,TRANSFER,PAID,32670.0,20250801,06:51:10,TX-H6NHIP1UQKTZ
1991,7000001990,405,4063.0,1,,CARD,PAID,18051.75,20250103,05:11:31,TX-1GMF9L373H3C
1992,7000001991,1056,3728.0,1,,GATEWAY,PAID,15129.6,20240516,15:05:42,TX-P17X8KZCZ22F
1993,7000001992,1134,1641.0,1,,GATEWAY,PAID,16852.56,20250627,14:26:43,TX-Y2MR53WFOBPD
1994,7000001993,407,3921.0,1,,CARD,PAID,29359.2,20241228,04:07:38,TX-F8M8XYEF9SH1
1995,7000001994,280,3326.0,1,,CARD,PAID,13314.6,20240329,21:54:40,TX-61VOB9AU0O2U
1996,7000001995,1401,3043.0,2,4.0,CARD,REFUNDED,48024.9,20250930,20:35:41,TX-9FCOG7GVMX9C
1997,7000001996,586,1226.0,1,,GATEWAY,PAID,38443.8,20241130,19:29:10,TX-DQXKKEID4QUE
1998,7000001997,359,,1,,CARD,PAID,29940.0,20241114,18:09:28,TX-BMC7NSZ2FMDF
1999,7000001998,498,2430.0,1,,CARD,REFUNDED,33216.6,20241110,00:12:39,TX-6E93JXQKQLGO
2000,7000001999,952,2297.0,2,4.0,CARD,PAID,97411.05,20250909,11:04:39,TX-4RWHCRG7ZSIA
2001,7000002000,763,1813.0,1,,CARD,PAID,29359.2,20250504,08:09:49,TX-QR2GXLIL69SR
2002,7000002001,1454,1603.0,2,2.0,CASH,PAID,35574.0,20240810,10:48:06,TX-D0W646AW8FW8
2003,7000002002,388,1001.0,1,,CARD,PAID,42582.0,20250423,20:07:57,TX-APW80I4OUI7J
2004,7000002003,1047,1081.0,1,,CARD,PAID,19350.0,20250707,09:33:17,TX-VE2BDRCC0XTR
2005,7000002004,574,2088.0,2,4.0,CARD,PAID,28459.2,20240605,13:03:48,TX-KKBNUBSWLCEF
2006,7000002005,1108,1446.0,2,2.0,TRANSFER,PAID,90005.85,20250724,01:40:36,TX-KN0D600681IB
2007,7000002006,791,4116.0,2,2.0,CASH,PAID,26136.0,20241102,11:00:12,TX-KCVYJIQFAD0U
2008,7000002007,353,1294.0,1,,GATEWAY,PAID,43888.8,20240923,19:08:32,TX-ZY29V4U4CA8O
2009,7000002008,1162,2918.0,1,,CARD,PAID,25022.4,20250625,16:39:12,TX-IK2C1S90NX72
