shipment_sk,id,customer_id,shipping_address_id,channel_id,carrier,shipped_at_date_id,shipped_at_time,delivered_at_date_id,delivered_at_time,tracking_number
3246,9000003245,451,3678,1,Correo Argentino,20250319,08:57:00,20250324,08:57:00,TRK-78997JJKG8
3247,9000003246,918,3,2,PICKUP,20240121,18:30:16,20240122,18:30:16,
3248,9000003247,491,1087,1,Correo Argentino,20240607,03:09:36,20240611,03:09:36,TRK-Z1DURQMB3V
3249,9000003248,1232,2907,1,Correo Argentino,20250421,08:55:31,20250425,08:55:31,TRK-DBF48XLOMN
3250,9000003249,477,3987,1,Correo Argentino,20250523,08:57:00,20250525,08:57:00,TRK-0LTM8Y312Z
3251,9000003250,1466,3,2,PICKUP,20241125,01:04:43,20241126,01:04:43,
3252,9000003251,1369,3,2,PICKUP,,,,,
3253,9000003252,254,2515,1,Correo Argentino,20240507,13:02:00,20240511,13:02:00,TRK-78QJS56ZEG
3254,9000003253,388,1,2,PICKUP,20240125,09:03:48,20240126,09:03:48,
3255,9000003254,1415,3203,1,Correo Argentino,20250829,03:59:36,20250902,03:59:36,TRK-KQREBFC39G
3256,9000003255,1434,2612,1,Correo Argentino,,,,,
3257,9000003256,204,1,2,PICKUP,20240504,07:52:59,20240505,07:52:59,
3258,9000003257,902,1016,1,Correo Argentino,20250522,14:26:58,20250525,14:26:58,TRK-709N7M8K5H
3259,9000003258,653,3,2,PICKUP,20240201,17:43:18,20240202,17:43:18,
3260,9000003259,427,2179,1,Correo Argentino,20250219,23:40:03,20250221,23:40:03,TRK-KY822U34HC
3261,9000003260,439,4,2,PICKUP,20240227,17:38:20,20240228,17:38:20,
3262,9000003261,816,3462,1,Correo Argentino,20250914,21:19:15,20250919,21:19:15,TRK-JFB527QHT1
3263,9000003262,19,2923,1,Correo Argentino,20240405,19:57:51,20240407,19:57:51,TRK-NZ30FNRFK4
3264,9000003263,1480,4,2,PICKUP,20240608,15:56:55,20240609,15:56:55,
3265,9000003264,619,2038,1,Correo Argentino,20240419,07:13:40,20240421,07:13:40,TRK-AAOWXGL9HQ
3266,9000003265,907,2733,1,Correo Argentino,20240515,21:55:26,20240519,21:55:26,TRK-RSV14OIIPU
3267,9000003266,411,1449,1,Correo Argentino,20250808,09:17:31,20250813,09:17:31,TRK-7Z9Z6ERKAU
3268,9000003267,1472,1,2,PICKUP,20250819,22:53:55,20250820,22:53:55,
3269,9000003268,1414,1423,1,Correo Argentino,20240424,04:35:47,20240429,04:35:47,TRK-QCDB9OG03M
3270,9000003269,1437,3,2,PICKUP,20250824,06:54:46,20250825,06:54:46,
3271,9000003270,993,1,2,PICKUP,20250709,12:33:51,20250710,12:33:51,
3272,9000003271,882,3,2,PICKUP,20241024,17:06:04,20241025,17:06:04,
3273,9000003272,1485,2989,1,Correo Argentino,20250101,08:48:59,20250105,08:48:59,TRK-JJFOF3NIEA
3274,9000003273,1422,1,2,PICKUP,20240417,02:05:24,20240418,02:05:24,
3275,9000003274,594,1,2,PICKUP,20250708,03:49:14,20250709,03:49:14,
3276,9000003275,791,1828,1,Correo Argentino,20250705,06:47:48,20250710,06:47:48,TRK-TQISG1W298
3277,9000003276,417,4,2,PICKUP,20250325,01:24:23,20250326,01:24:23,
3278,9000003277,760,4121,1,Correo Argentino,20250424,14:52:23,20250428,14:52:23,TRK-8DIK4TEFXO
3279,9000003278,527,3729,1,Correo Argentino,20250602,12:22:54,20250605,12:22:54,TRK-UNB9LBUZQS
3280,9000003279,604,4,2,PICKUP,20250929,18:07:51,20250930,18:07:51,
3281,9000003280,1132,3819,1,Correo Argentino,20240430,21:47:14,20240504,21:47:14,TRK-UFXTM05SDD
3282,9000003281,726,2979,1,Correo Argentino,20250116,16:31:03,20250121,16:31:03,TRK-CXF86VBTAG
3283,9000003282,133,1108,1,Correo Argentino,20241024,11:20:08,20241027,11:20:08,TRK-4D02B9F5YX
3284,9000003283,1292,3539,1,Correo Argentino,20241230,17:23:53,20250105,17:23:53,TRK-SU2K2QJCMN
3285,9000003284,466,2671,1,Correo Argentino,20241109,17:17:29,20241112,17:17:29,TRK-VDM4U4033N
3286,9000003285,433,1932,1,Correo Argentino,20240509,13:43:17,20240511,13:43:17,TRK-XD49FL76CY
3287,9000003286,358,3867,1,Correo Argentino,20240620,07:36:58,20240625,07:36:58,TRK-KP9RPHM6E9
3288,9000003287,130,3,2,PICKUP,20241221,14:09:56,20241222,14:09:56,
3289,9000003288,1153,3,2,PICKUP,20250915,06:35:09,20250916,06:35:09,
3290,9000003289,1275,1,2,PICKUP,20250811,01:15:32,20250812,01:15:32,
3291,9000003290,62,1464,1,Correo Argentino,20240924,06:04:05,20240928,06:04:05,TRK-JGD66T6AIT
3292,9000003291,682,2144,1,Correo Argentino,20250624,19:30:51,20250626,19:30:51,TRK-I2QHN4QNQ2
3293,9000003292,1370,3361,1,Correo Argentino,20240319,00:01:37,20240325,00:01:37,TRK-K3XIK6NRAT
3294,9000003293,858,2334,1,Correo Argentino,20240606,15:32:41,20240612,15:32:41,TRK-LE6FDJZLGH
3295,9000003294,222,3032,1,Correo Argentino,20250318,21:28:12,20250321,21:28:12,TRK-V1J0ACLVAG
3296,9000003295,671,1430,1,Correo Argentino,20241127,14:50:34,20241129,14:50:34,TRK-HV6GGMQOGG
3297,9000003296,415,3492,1,Correo Argentino,20240831,23:45:02,20240905,23:45:02,TRK-11F8NOMQGD
3298,9000003297,1415,4,2,PICKUP,20240101,22:53:36,20240102,22:53:36,
3299,9000003298,533,4,2,PICKUP,20240719,13:08:04,20240720,13:08:04,
3300,9000003299,978,1,2,PICKUP,20250709,08:41:23,20250710,08:41:23,
3301,9000003300,1387,2,2,PICKUP,20240331,19:28:11,20240401,19:28:11,
3302,9000003301,907,2226,1,Correo Argentino,20240319,02:28:57,20240322,02:28:57,TRK-CWA210YD3S
3303,9000003302,820,4030,1,Correo Argentino,20241002,13:41:45,20241006,13:41:45,TRK-Q5IMUEM3OE
3304,9000003303,1223,1,2,PICKUP,20240109,08:38:27,20240110,08:38:27,
3305,9000003304,641,1935,1,Correo Argentino,20250707,03:38:52,20250710,03:38:52,TRK-T0DT304SJH
3306,9000003305,1319,1535,1,Correo Argentino,20250709,07:27:52,20250714,07:27:52,TRK-FDEC70TDDY
3307,9000003306,1421,2132,1,Correo Argentino,20240406,03:05:49,20240410,03:05:49,TRK-G7T9IE01YS
3308,9000003307,63,2,2,PICKUP,20250919,09:14:24,20250920,09:14:24,
3309,9000003308,1309,4,2,PICKUP,20250730,08:08:17,20250731,08:08:17,
3310,9000003309,855,3,2,PICKUP,20250113,16:22:36,20250114,16:22:36,
3311,9000003310,1483,4,2,PICKUP,20240701,21:43:11,20240702,21:43:11,
3312,9000003311,858,2718,1,Correo Argentino,20250404,14:48:26,20250406,14:48:26,TRK-IZWIRJK38O
3313,9000003312,1390,3,2,PICKUP,20250215,07:24:27,20250216,07:24:27,
3314,9000003313,929,3,2,PICKUP,20250322,18:16:53,20250323,18:16:53,
3315,9000003314,809,4,2,PICKUP,20240721,05:23:37,20240722,05:23:37,
3316,9000003315,1236,2,2,PICKUP,20240611,05:39:50,20240612,05:39:50,
3317,9000003316,816,1531,1,Correo Argentino,20250725,08:56:25,20250728,08:56:25,TRK-H6EHX1UNUG
3318,9000003317,143,3867,1,Correo Argentino,20250731,04:07:31,20250804,04:07:31,TRK-J9QG0YCN6U
3319,9000003318,984,3,2,PICKUP,20241021,10:44:38,20241022,10:44:38,
3320,9000003319,529,2,2,PICKUP,20250121,22:15:31,20250122,22:15:31,
3321,9000003320,4,3,2,PICKUP,20241221,16:14:53,20241222,16:14:53,
3322,9000003321,506,4184,1,Correo Argentino,20250329,13:20:51,20250403,13:20:51,TRK-0NNZ0Q3JBG
3323,9000003322,942,2,2,PICKUP,20240325,06:17:25,20240326,06:17:25,
3324,9000003323,210,3106,1,Correo Argentino,20250916,10:28:47,20250920,10:28:47,TRK-WW4XM9CXCO
3325,9000003324,1324,1,2,PICKUP,20250930,23:38:58,20251001,23:38:58,
3326,9000003325,1102,1980,1,Correo Argentino,20240706,16:44:03,20240708,16:44:03,TRK-M8IO68U4AS
3327,9000003326,146,4,2,PICKUP,20241117,13:18:55,20241118,13:18:55,
3328,9000003327,1120,2,2,PICKUP,20240906,21:40:25,20240907,21:40:25,
3329,9000003328,1160,3,2,PICKUP,20250614,15:47:39,20250615,15:47:39,
3330,9000003329,863,2,2,PICKUP,20250225,15:58:41,20250226,15:58:41,
3331,9000003330,540,1,2,PICKUP,20240329,07:03:33,20240330,07:03:33,
3332,9000003331,610,2826,1,Correo Argentino,20250827,18:43:21,20250830,18:43:21,TRK-KXJGGF7E50
3333,9000003332,31,1454,1,Correo Argentino,,,,,
3334,9000003333,449,3,2,PICKUP,20250702,14:20:08,20250703,14:20:08,
3335,9000003334,769,1,2,PICKUP,20240201,07:49:33,20240202,07:49:33,
3336,9000003335,1402,3,2,PICKUP,20250602,01:47:38,20250603,01:47:38,
3337,9000003336,908,1,2,PICKUP,20250331,21:53:43,20250401,21:53:43,
3338,9000003337,624,1120,1,Correo Argentino,20241217,22:11:17,20241219,22:11:17,TRK-HZPYGTTWUH
3339,9000003338,608,2250,1,Correo Argentino,20240629,23:24:01,20240703,23:24:01,TRK-BOQRC3GP8E
3340,9000003339,37,2938,1,Correo Argentino,20240304,01:38:56,20240308,01:38:56,TRK-UMI4SM851J
3341,9000003340,1482,1536,1,Correo Argentino,20241205,21:39:04,20241207,21:39:04,TRK-OK95YBC2PQ
3342,9000003341,1058,4,2,PICKUP,20240409,19:16:46,20240410,19:16:46,
3343,9000003342,286,1690,1,Correo Argentino,20250608,10:19:48,20250613,10:19:48,TRK-FFWRQ4G322
3344,9000003343,1008,3127,1,Correo Argentino,20250920,14:00:00,20250924,14:00:00,TRK-14U0J6C119
3345,9000003344,668,4165,1,Correo Argentino,20240215,18:40:55,20240217,18:40:55,TRK-GG46VZOX4P
3346,9000003345,117,3,2,PICKUP,20240216,03:36:46,20240217,03:36:46,
3347,9000003346,851,3495,1,Correo Argentino,,,,,
3348,9000003347,51,1,2,PICKUP,20250804,00:35:24,20250805,00:35:24,
3349,9000003348,1117,3757,1,Correo Argentino,20241118,23:55:55,20241121,23:55:55,TRK-CCJCDZP8QE
3350,9000003349,1029,1007,1,Correo Argentino,20240217,01:29:25,20240221,01:29:25,TRK-ETBPRJOXY3
3351,9000003350,1139,2563,1,Correo Argentino,20240802,21:28:55,20240804,21:28:55,TRK-EMHAMZ649X
3352,9000003351,1378,3,2,PICKUP,20250821,18:52:23,20250822,18:52:23,
3353,9000003352,1271,2,2,PICKUP,20240226,02:24:02,20240227,02:24:02,
3354,9000003353,1424,1307,1,Correo Argentino,20240822,06:20:30,20240827,06:20:30,TRK-K38G2AP9RI
3355,9000003354,489,4,2,PICKUP,20250718,04:35:01,20250719,04:35:01,
3356,9000003355,744,1728,1,Correo Argentino,20250417,05:20:22,20250420,05:20:22,TRK-Z4RLVGNFW8
3357,9000003356,323,1974,1,Correo Argentino,20240711,03:58:35,20240715,03:58:35,TRK-ALNMPWNQ2K
3358,9000003357,1471,1476,1,Correo Argentino,20250330,17:32:43,20250402,17:32:43,TRK-641MQXIW3J
3359,9000003358,1469,3587,1,Correo Argentino,20240717,09:08:40,20240719,09:08:40,TRK-C0RA72YJKJ
3360,9000003359,1191,4,2,PICKUP,20250411,03:37:17,20250412,03:37:17,
3361,9000003360,335,3883,1,Correo Argentino,20250510,17:45:29,20250515,17:45:29,TRK-5Z66E5CIT4
3362,9000003361,717,2741,1,Correo Argentino,20240318,05:30:10,20240321,05:30:10,TRK-0Q9T1G8RMI
3363,9000003362,911,2948,1,Correo Argentino,20250916,08:10:58,20250918,08:10:58,TRK-WE5TB2YPRF
3364,9000003363,184,1,2,PICKUP,20250927,21:16:18,20250928,21:16:18,
3365,9000003364,957,2999,1,Correo Argentino,20240319,05:20:21,20240324,05:20:21,TRK-5B3IR24O8Q
3366,9000003365,797,1,2,PICKUP,20250511,23:54:56,20250512,23:54:56,
3367,9000003366,22,4,2,PICKUP,20250517,18:03:19,20250518,18:03:19,
3368,9000003367,260,1548,1,Correo Argentino,20240823,13:39:55,20240825,13:39:55,TRK-RXFIORUNEK
3369,9000003368,835,2470,1,Correo Argentino,20250318,03:59:14,20250322,03:59:14,TRK-ZOQMEX195D
3370,9000003369,1316,2,2,PICKUP,20240602,21:51:19,20240603,21:51:19,
3371,9000003370,240,3455,1,Correo Argentino,,,,,
3372,9000003371,790,3,2,PICKUP,20241024,02:37:44,20241025,02:37:44,
3373,9000003372,1380,1110,1,Correo Argentino,20250901,05:22:48,20250903,05:22:48,TRK-ODYSTBDNTS
3374,9000003373,936,4,2,PICKUP,20240109,06:56:18,20240110,06:56:18,
3375,9000003374,274,2481,1,Correo Argentino,20250913,08:08:19,20250916,08:08:19,TRK-A9PLX5W5KP
3376,9000003375,1177,2,2,PICKUP,20240207,10:40:27,20240208,10:40:27,
3377,9000003376,623,3520,1,Correo Argentino,20250719,01:07:41,20250723,01:07:41,TRK-RJWTUH3SGS
3378,9000003377,419,1790,1,Correo Argentino,,,,,
3379,9000003378,1308,3,2,PICKUP,20240713,23:08:57,20240714,23:08:57,
3380,9000003379,508,2727,1,Correo Argentino,20240530,01:11:37,20240601,01:11:37,TRK-BJ1URG6PI3
3381,9000003380,1234,4,2,PICKUP,20240116,22:46:08,20240117,22:46:08,
3382,9000003381,992,2819,1,Correo Argentino,20240828,23:57:45,20240831,23:57:45,TRK-8A2VPZL5I0
3383,9000003382,143,2,2,PICKUP,20240522,23:32:23,20240523,23:32:23,
3384,9000003383,763,3453,1,Correo Argentino,20250729,10:56:28,20250801,10:56:28,TRK-QZBFLQ6D32
3385,9000003384,784,3715,1,Correo Argentino,20240322,09:59:06,20240324,09:59:06,TRK-ZX8XKN3U4S
3386,9000003385,1473,3,2,PICKUP,20241030,04:46:54,20241031,04:46:54,
3387,9000003386,1344,4,2,PICKUP,20250516,11:18:16,20250517,11:18:16,
3388,9000003387,457,2753,1,Correo Argentino,20240809,04:53:18,20240814,04:53:18,TRK-MEQF1SBE2J
3389,9000003388,228,3674,1,Correo Argentino,20250830,17:05:45,20250901,17:05:45,TRK-CIN35UKCOV
3390,9000003389,1500,1393,1,Correo Argentino,20240309,14:10:07,20240314,14:10:07,TRK-DNQMUCRWMC
3391,9000003390,84,1514,1,Correo Argentino,20240224,13:39:19,20240227,13:39:19,TRK-WLDYP9BMXZ
3392,9000003391,692,3865,1,Correo Argentino,20241206,19:01:16,20241208,19:01:16,TRK-RHXL0URZ1P
3393,9000003392,302,4,2,PICKUP,,,,,
3394,9000003393,297,2900,1,Correo Argentino,20240610,22:55:57,20240614,22:55:57,TRK-XSQ36S2QM8
3395,9000003394,159,3,2,PICKUP,20250407,03:02:45,20250408,03:02:45,
3396,9000003395,1248,1613,1,Correo Argentino,20250515,12:51:33,20250517,12:51:33,TRK-7PN2DC43J8
3397,9000003396,319,2998,1,Correo Argentino,20250829,16:56:41,20250903,16:56:41,TRK-RBSXAZ2EHL
3398,9000003397,1126,3655,1,Correo Argentino,20250525,23:36:53,20250527,23:36:53,TRK-449PRW15G0
3399,9000003398,1079,4146,1,Correo Argentino,20250101,01:45:55,20250106,01:45:55,TRK-3QTU6YNCIO
3400,9000003399,553,3423,1,Correo Argentino,20250415,18:58:00,20250420,18:58:00,TRK-IDGR8T0R5T
3401,9000003400,835,2371,1,Correo Argentino,20250511,16:05:42,20250515,16:05:42,TRK-2ZQJFQU591
3402,9000003401,1358,2050,1,Correo Argentino,20250412,00:32:26,20250416,00:32:26,TRK-FC82M1MZL3
3403,9000003402,1243,1,2,PICKUP,20250620,15:53:55,20250621,15:53:55,
3404,9000003403,1397,1590,1,Correo Argentino,20240326,20:53:59,20240329,20:53:59,TRK-GD0NTT6DR2
3405,9000003404,437,4,2,PICKUP,20250416,20:02:29,20250417,20:02:29,
3406,9000003405,241,4,2,PICKUP,20240106,22:14:09,20240107,22:14:09,
3407,9000003406,1246,2036,1,Correo Argentino,20250727,00:39:23,20250729,00:39:23,TRK-PUB4YIMGEC
3408,9000003407,1076,3828,1,Correo Argentino,20250126,09:44:05,20250129,09:44:05,TRK-W36W91KDHB
3409,9000003408,1217,4,2,PICKUP,20241130,08:06:54,20241201,08:06:54,
3410,9000003409,884,3855,1,Correo Argentino,20240201,20:47:00,20240203,20:47:00,TRK-E92I5NK4B9
3411,9000003410,1370,2,2,PICKUP,20240707,07:47:46,20240708,07:47:46,
3412,9000003411,1376,3177,1,Correo Argentino,20240408,16:54:51,20240412,16:54:51,TRK-IVYWRJM9H9
3413,9000003412,249,1376,1,Correo Argentino,20240205,14:42:17,20240208,14:42:17,TRK-6ENXDBNBC2
3414,9000003413,917,1488,1,Correo Argentino,20240601,18:15:27,20240605,18:15:27,TRK-P9WJS8SBWT
3415,9000003414,168,4,2,PICKUP,,,,,
3416,9000003415,566,1859,1,Correo Argentino,20240923,19:14:57,20240927,19:14:57,TRK-P895SRZW9Q
3417,9000003416,43,1,2,PICKUP,,,,,
3418,9000003417,813,2337,1,Correo Argentino,,,,,
3419,9000003418,323,1715,1,Correo Argentino,20240314,12:52:22,20240319,12:52:22,TRK-W1BMJB1MW0
3420,9000003419,26,2192,1,Correo Argentino,20241223,11:17:41,20241227,11:17:41,TRK-JKWOBW6KC2
3421,9000003420,396,2,2,PICKUP,20240107,22:28:43,20240108,22:28:43,
3422,9000003421,487,3,2,PICKUP,20250819,07:55:56,20250820,07:55:56,
3423,9000003422,551,4,2,PICKUP,20240226,17:19:37,20240227,17:19:37,
3424,9000003423,1101,1555,1,Correo Argentino,20250423,03:20:57,20250427,03:20:57,TRK-HJBS6K6081
3425,9000003424,790,2,2,PICKUP,20250412,22:44:40,20250413,22:44:40,
3426,9000003425,242,1926,1,Correo Argentino,,,,,
3427,9000003426,1399,3,2,PICKUP,20240401,12:13:05,20240402,12:13:05,
3428,9000003427,1389,2192,1,Correo Argentino,20250214,06:53:26,20250219,06:53:26,TRK-3KI5MLDIZ9
3429,9000003428,1290,4,2,PICKUP,20240828,00:50:21,20240829,00:50:21,
3430,9000003429,221,4,2,PICKUP,,,,,
3431,9000003430,1161,1,2,PICKUP,20240419,08:43:48,20240420,08:43:48,
3432,9000003431,570,3926,1,Correo Argentino,20241108,07:12:07,20241112,07:12:07,TRK-UNLR84OJ0L
3433,9000003432,847,3888,1,Correo Argentino,20250214,11:34:07,20250219,11:34:07,TRK-2119FUCJ86
3434,9000003433,372,2,2,PICKUP,,,,,
3435,9000003434,390,3556,1,Correo Argentino,20240525,06:07:05,20240529,06:07:05,TRK-W2NGB6C7JC
3436,9000003435,434,2,2,PICKUP,20240115,04:55:34,20240116,04:55:34,
3437,9000003436,1342,3800,1,Correo Argentino,20240520,20:11:08,20240526,20:11:08,TRK-SBUARS5E9R
3438,9000003437,71,1256,1,Correo Argentino,20250926,01:31:39,20251003,01:31:39,TRK-EROTP8RNN7
3439,9000003438,868,4,2,PICKUP,20250417,18:00:09,20250418,18:00:09,
3440,9000003439,1176,2794,1,Correo Argentino,20240827,06:07:40,20240903,06:07:40,TRK-XTHFRE2WQU
3441,9000003440,1423,1710,1,Correo Argentino,20250711,22:33:21,20250717,22:33:21,TRK-UZQN7OMACI
3442,9000003441,668,2,2,PICKUP,20241005,16:17:48,20241006,16:17:48,
3443,9000003442,655,1472,1,Correo Argentino,20250718,21:33:37,20250722,21:33:37,TRK-QDFKT6E6UB
3444,9000003443,292,3101,1,Correo Argentino,20250515,13:14:53,20250519,13:14:53,TRK-QPFJL7L9VK
3445,9000003444,712,4,2,PICKUP,20250507,04:44:17,20250508,04:44:17,
3446,9000003445,1421,3290,1,Correo Argentino,20240321,14:56:18,20240325,14:56:18,TRK-FZXWTBDWXF
3447,9000003446,1290,1056,1,Correo Argentino,,,,,
3448,9000003447,576,4,2,PICKUP,20240113,22:17:30,20240114,22:17:30,
3449,9000003448,612,1,2,PICKUP,20250312,06:46:29,20250313,06:46:29,
3450,9000003449,227,4,2,PICKUP,20250314,04:16:08,20250315,04:16:08,
3451,9000003450,590,2293,1,Correo Argentino,,,,,
3452,9000003451,1498,3240,1,Correo Argentino,20240224,08:25:07,20240229,08:25:07,TRK-S2Q882PA3G
3453,9000003452,184,3884,1,Correo Argentino,20250810,13:25:52,20250813,13:25:52,TRK-SJT8FC33MO
3454,9000003453,88,3136,1,Correo Argentino,20240811,20:22:10,20240816,20:22:10,TRK-L2Z1KO5SB2
3455,9000003454,1321,1886,1,Correo Argentino,20250316,20:50:48,20250320,20:50:48,TRK-6S1MWQOITQ
3456,9000003455,528,1124,1,Correo Argentino,20250608,05:17:13,20250610,05:17:13,TRK-YJK1U6WZGX
3457,9000003456,1259,1218,1,Correo Argentino,20250810,14:10:36,20250816,14:10:36,TRK-74WHHG9EZF
3458,9000003457,817,2,2,PICKUP,20250507,23:32:13,20250508,23:32:13,
3459,9000003458,85,4,2,PICKUP,20250924,19:54:27,20250925,19:54:27,
3460,9000003459,771,3,2,PICKUP,,,,,
3461,9000003460,1386,4168,1,Correo Argentino,20240714,09:31:37,20240717,09:31:37,TRK-ISE1JCNFYO
3462,9000003461,514,1114,1,Correo Argentino,20240602,01:31:43,20240607,01:31:43,TRK-6DX2FLKDOC
3463,9000003462,1252,3,2,PICKUP,20241202,15:23:56,20241203,15:23:56,
3464,9000003463,1427,3514,1,Correo Argentino,20241123,03:26:06,20241126,03:26:06,TRK-6OEU9TAMAH
3465,9000003464,965,1653,1,Correo Argentino,20250829,16:04:15,20250901,16:04:15,TRK-LLMZGMSUM8
3466,9000003465,1139,1566,1,Correo Argentino,20250903,18:29:16,20250908,18:29:16,TRK-J7FL3I34MR
3467,9000003466,1197,3,2,PICKUP,20240711,01:53:49,20240712,01:53:49,
3468,9000003467,1252,2354,1,Correo Argentino,20250115,22:04:31,20250117,22:04:31,TRK-UXTQS3Q5MF
3469,9000003468,976,4,2,PICKUP,20240710,08:15:24,20240711,08:15:24,
3470,9000003469,549,4,2,PICKUP,,,,,
3471,9000003470,1301,4015,1,Correo Argentino,20240919,13:31:59,20240922,13:31:59,TRK-D5T57QBWVA
3472,9000003471,331,2233,1,Correo Argentino,20240802,03:08:37,20240805,03:08:37,TRK-HL2IFAKGDZ
3473,9000003472,219,1505,1,Correo Argentino,20240426,19:09:31,20240501,19:09:31,TRK-LQ4LCV4M72
3474,9000003473,422,1,2,PICKUP,20240428,19:36:29,20240429,19:36:29,
3475,9000003474,181,1985,1,Correo Argentino,20240927,11:06:12,20241003,11:06:12,TRK-I21NC70SOM
3476,9000003475,1073,2376,1,Correo Argentino,20241022,01:37:40,20241025,01:37:40,TRK-H7V1WRYJFU
3477,9000003476,1362,3025,1,Correo Argentino,20241020,17:29:56,20241025,17:29:56,TRK-8OX85U1LH6
3478,9000003477,1436,3,2,PICKUP,20240831,12:39:57,20240901,12:39:57,
3479,9000003478,364,1158,1,Correo Argentino,20240406,15:48:47,20240410,15:48:47,TRK-OJ5FMW5CVR
3480,9000003479,343,1180,1,Correo Argentino,20240123,21:23:00,20240126,21:23:00,TRK-JXHP4FVXX4
3481,9000003480,1044,1137,1,Correo Argentino,20240309,15:52:16,20240312,15:52:16,TRK-9ZAV0N0Z65
3482,9000003481,805,4,2,PICKUP,20240514,08:54:23,20240515,08:54:23,
3483,9000003482,1121,1,2,PICKUP,,,,,
3484,9000003483,1395,3,2,PICKUP,,,,,
3485,9000003484,728,4018,1,Correo Argentino,20241013,12:01:04,20241017,12:01:04,TRK-JT9B52WP07
3486,9000003485,688,1,2,PICKUP,20250601,20:08:41,20250602,20:08:41,
3487,9000003486,831,2248,1,Correo Argentino,20240618,18:08:16,20240623,18:08:16,TRK-XCYMEFZ4V0
3488,9000003487,744,1432,1,Correo Argentino,20250814,13:03:44,20250819,13:03:44,TRK-RMWF2HVBQG
3489,9000003488,1371,2,2,PICKUP,20240930,11:29:12,20241001,11:29:12,
3490,9000003489,167,4081,1,Correo Argentino,20240305,11:20:27,20240310,11:20:27,TRK-F07AJ7BEW6
3491,9000003490,111,1604,1,Correo Argentino,20240518,16:36:45,20240520,16:36:45,TRK-DQU0LBK2Q8
3492,9000003491,580,3012,1,Correo Argentino,20241130,19:44:50,20241204,19:44:50,TRK-S1UAXN2SF2
3493,9000003492,117,1,2,PICKUP,20240105,03:24:59,20240106,03:24:59,
3494,9000003493,1264,3116,1,Correo Argentino,20250929,01:40:51,20251002,01:40:51,TRK-CB2WRSTEI2
3495,9000003494,233,3729,1,Correo Argentino,,,,,
3496,9000003495,671,2938,1,Correo Argentino,20240509,16:28:49,20240511,16:28:49,TRK-TY0Z7ACL8D
3497,9000003496,94,1644,1,Correo Argentino,20240404,20:03:19,20240409,20:03:19,TRK-QAKZEO74I6
3498,9000003497,390,4,2,PICKUP,20240620,09:02:08,20240621,09:02:08,
3499,9000003498,305,1059,1,Correo Argentino,20250103,17:15:41,20250105,17:15:41,TRK-DU31FBDPBK
3500,9000003499,400,1964,1,Correo Argentino,20241125,22:29:11,20241202,22:29:11,TRK-C0JG9YR3UC
3501,9000003500,396,1992,1,Correo Argentino,20240313,21:13:22,20240315,21:13:22,TRK-KEJDVT65J4
3502,9000003501,1168,2625,1,Correo Argentino,20241226,11:52:35,20241230,11:52:35,TRK-G1FAFVA3SD
3503,9000003502,655,3,2,PICKUP,20250211,09:15:13,20250212,09:15:13,
3504,9000003503,343,3689,1,Correo Argentino,20250703,10:39:21,20250708,10:39:21,TRK-MUZG4QBXUK
3505,9000003504,684,2402,1,Correo Argentino,20250322,13:07:23,20250324,13:07:23,TRK-VKKMNND57S
3506,9000003505,1150,3543,1,Correo Argentino,20240617,15:30:21,20240619,15:30:21,TRK-CHH29AFQ9H
3507,9000003506,1028,3,2,PICKUP,20240217,15:49:50,20240218,15:49:50,
3508,9000003507,585,1,2,PICKUP,20240508,15:14:14,20240509,15:14:14,
3509,9000003508,1294,2554,1,Correo Argentino,20250525,23:40:16,20250529,23:40:16,TRK-OAE73KIQ6M
3510,9000003509,455,4,2,PICKUP,20241011,18:13:35,20241012,18:13:35,
3511,9000003510,1141,1,2,PICKUP,20250919,01:07:01,20250920,01:07:01,
3512,9000003511,376,2,2,PICKUP,20250810,18:27:59,20250811,18:27:59,
3513,9000003512,1154,3996,1,Correo Argentino,20240519,04:24:55,20240521,04:24:55,TRK-EP2R91N5FP
3514,9000003513,1498,3273,1,Correo Argentino,20241016,02:02:46,20241018,02:02:46,TRK-CH3SFTEJAR
3515,9000003514,603,3,2,PICKUP,,,,,
3516,9000003515,1002,3,2,PICKUP,20240301,08:12:19,20240302,08:12:19,
3517,9000003516,924,3234,1,Correo Argentino,20240831,17:27:24,20240903,17:27:24,TRK-EQF0QZ17BV
3518,9000003517,1309,1,2,PICKUP,20250619,21:02:08,20250620,21:02:08,
3519,9000003518,1212,4,2,PICKUP,20250602,14:38:54,20250603,14:38:54,
3520,9000003519,974,2,2,PICKUP,20250706,15:28:09,20250707,15:28:09,
3521,9000003520,1154,1,2,PICKUP,20240507,00:52:23,20240508,00:52:23,
3522,9000003521,105,3215,1,Correo Argentino,,,,,
3523,9000003522,335,3930,1,Correo Argentino,,,,,
3524,9000003523,421,1,2,PICKUP,,,,,
3525,9000003524,77,3087,1,Correo Argentino,20250727,21:13:19,20250801,21:13:19,TRK-N5S7JPYI4F
3526,9000003525,1399,1,2,PICKUP,20240224,16:09:15,20240225,16:09:15,
3527,9000003526,761,3436,1,Correo Argentino,,,,,
3528,9000003527,160,2,2,PICKUP,20250819,03:29:32,20250820,03:29:32,
3529,9000003528,555,1932,1,Correo Argentino,20240819,13:28:38,20240824,13:28:38,TRK-8EXUZVETYT
3530,9000003529,634,3838,1,Correo Argentino,20240730,18:11:46,20240803,18:11:46,TRK-XX451HCIPK
