sales_order_sk,id,customer_id,channel_id,store_id,order_date_id,order_time,order_date,billing_address_id,shipping_address_id,status_order,currency_code,subtotal,tax_amount,shipping_fee,total_amount
3624,1000003623,1277,2,1.0,20240107,18:46:04,2024-01-07,461,1,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0
3625,1000003624,983,2,3.0,20250706,22:15:13,2025-07-06,1218,3,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6
3626,1000003625,1300,1,,20240319,18:50:53,2024-03-19,1033,3076,FULFILLED,ARS,29925.0,6284.25,0.0,36209.25
3627,1000003626,727,2,4.0,20241030,02:32:03,2024-10-30,2189,4,REFUNDED,ARS,32400.0,6804.0,0.0,39204.0
3628,1000003627,496,1,,20240624,23:14:17,2024-06-24,2927,2959,FULFILLED,ARS,22800.0,4788.0,1500.0,29088.0
3629,1000003628,657,1,,20240808,00:35:33,2024-08-08,2682,1521,FULFILLED,ARS,35910.0,7541.1,0.0,43451.1
3630,1000003629,277,1,,20250114,21:25:44,2025-01-14,,2479,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0
3631,1000003630,523,1,,20240925,15:22:24,2024-09-25,243,1740,FULFILLED,ARS,36000.0,7560.0,1200.0,44760.0
3632,1000003631,126,1,,20241111,12:30:00,2024-11-11,1785,1279,FULFILLED,ARS,29400.0,6174.0,900.0,36474.0
3633,1000003632,1034,2,1.0,20240420,19:02:28,2024-04-20,745,1,CANCELLED,ARS,14850.0,3118.5,0.0,17968.5
3634,1000003633,358,2,4.0,20250111,06:02:07,2025-01-11,2428,4,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0
3635,1000003634,637,1,,20240327,17:23:11,2024-03-27,968,2688,FULFILLED,ARS,32400.0,6804.0,1200.0,40404.0
3636,1000003635,691,2,2.0,20240831,16:35:26,2024-08-31,24,2,FULFILLED,ARS,34020.0,7144.2,0.0,41164.2
3637,1000003636,380,2,4.0,20241110,04:17:00,2024-11-10,212,4,FULFILLED,ARS,78030.0,16386.3,0.0,94416.3
3638,1000003637,1253,1,,20240827,07:22:39,2024-08-27,,1364,FULFILLED,ARS,22560.0,4737.6,900.0,28197.6
3639,1000003638,1068,2,4.0,20240722,03:25:14,2024-07-22,2640,4,CANCELLED,ARS,35280.0,7408.8,0.0,42688.8
3640,1000003639,1188,1,,20250225,23:47:18,2025-02-25,892,1230,FULFILLED,ARS,42750.0,8977.5,1500.0,53227.5
3641,1000003640,1354,1,,20250815,21:14:06,2025-08-15,1178,2319,FULFILLED,ARS,15000.0,3150.0,900.0,19050.0
3642,1000003641,1109,2,2.0,20240928,10:04:27,2024-09-28,428,2,FULFILLED,ARS,38808.0,8149.68,0.0,46957.68
3643,1000003642,1399,2,1.0,20240911,01:24:53,2024-09-11,2363,1,FULFILLED,ARS,36750.0,7717.5,0.0,44467.5
3644,1000003643,672,2,1.0,20240512,12:11:03,2024-05-12,245,1,FULFILLED,ARS,41460.0,8706.6,0.0,50166.6
3645,1000003644,1351,2,1.0,20240419,17:50:07,2024-04-19,3059,1,FULFILLED,ARS,76350.0,16033.5,0.0,92383.5
3646,1000003645,725,1,,20240727,23:35:38,2024-07-27,2013,2772,CANCELLED,ARS,51000.0,10710.0,1500.0,63210.0
3647,1000003646,1288,2,3.0,20240618,10:27:47,2024-06-18,813,3,FULFILLED,ARS,28350.0,5953.5,0.0,34303.5
3648,1000003647,542,1,,20240711,01:36:43,2024-07-11,3120,3239,FULFILLED,ARS,46305.0,9724.05,1200.0,57229.05
3649,1000003648,205,1,,20250919,01:41:44,2025-09-19,,3416,FULFILLED,ARS,49020.0,10294.2,1200.0,60514.2
3650,1000003649,421,1,,20240423,08:35:00,2024-04-23,2148,2178,FULFILLED,ARS,12600.0,2646.0,1200.0,16446.0
3651,1000003650,433,1,,20240825,01:54:36,2024-08-25,,3921,PAID,ARS,66870.0,14042.7,1200.0,82112.7
3652,1000003651,313,1,,20240623,01:28:13,2024-06-23,1276,2491,CANCELLED,ARS,15750.0,3307.5,900.0,19957.5
3653,1000003652,556,2,4.0,20240208,10:55:42,2024-02-08,,4,FULFILLED,ARS,34200.0,7182.0,0.0,41382.0
3654,1000003653,1225,1,,20250412,05:47:30,2025-04-12,1799,1705,FULFILLED,ARS,24000.0,5040.0,1500.0,30540.0
3655,1000003654,1326,1,,20240812,17:09:27,2024-08-12,229,3755,PAID,ARS,56400.0,11844.0,1200.0,69444.0
3656,1000003655,513,1,,20250618,01:21:23,2025-06-18,1202,1540,CANCELLED,ARS,10800.0,2268.0,900.0,13968.0
3657,1000003656,196,1,,20240505,05:55:59,2024-05-05,352,2746,CREATED,ARS,62100.0,13041.0,1500.0,76641.0
3658,1000003657,377,1,,20240929,14:25:32,2024-09-29,,3517,CANCELLED,ARS,21600.0,4536.0,900.0,27036.0
3659,1000003658,400,2,2.0,20240608,09:42:27,2024-06-08,2697,2,FULFILLED,ARS,24000.0,5040.0,0.0,29040.0
3660,1000003659,1177,1,,20250322,05:45:33,2025-03-22,906,3465,CREATED,ARS,49950.0,10489.5,1500.0,61939.5
3661,1000003660,833,1,,20240311,05:32:22,2024-03-11,172,2800,FULFILLED,ARS,61500.0,12915.0,1500.0,75915.0
3662,1000003661,308,1,,20240922,19:32:48,2024-09-22,1072,2456,CREATED,ARS,11970.0,2513.7,1500.0,15983.7
3663,1000003662,291,2,4.0,20240917,04:00:51,2024-09-17,49,4,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0
3664,1000003663,727,1,,20250701,21:45:23,2025-07-01,478,3202,FULFILLED,ARS,14250.0,2992.5,900.0,18142.5
3665,1000003664,587,2,3.0,20241226,22:05:59,2024-12-26,,3,FULFILLED,ARS,42750.0,8977.5,0.0,51727.5
3666,1000003665,448,2,2.0,20241202,21:51:00,2024-12-02,,2,FULFILLED,ARS,13500.0,2835.0,0.0,16335.0
3667,1000003666,1144,2,1.0,20240604,20:04:03,2024-06-04,411,1,FULFILLED,ARS,48300.0,10143.0,0.0,58443.0
3668,1000003667,516,1,,20250419,02:51:27,2025-04-19,351,3333,CANCELLED,ARS,25200.0,5292.0,1500.0,31992.0
3669,1000003668,1123,1,,20241019,11:39:35,2024-10-19,2732,1764,REFUNDED,ARS,21600.0,4536.0,1500.0,27636.0
3670,1000003669,1203,1,,20240522,21:33:01,2024-05-22,2291,3598,PAID,ARS,32400.0,6804.0,1200.0,40404.0
3671,1000003670,377,2,1.0,20240319,09:42:18,2024-03-19,3114,1,FULFILLED,ARS,41400.0,8694.0,0.0,50094.0
3672,1000003671,991,1,,20240331,08:51:19,2024-03-31,157,3861,FULFILLED,ARS,37800.0,7938.0,900.0,46638.0
3673,1000003672,240,1,,20250506,18:02:11,2025-05-06,2137,2064,CREATED,ARS,22800.0,4788.0,1200.0,28788.0
3674,1000003673,1155,2,4.0,20250328,17:14:03,2025-03-28,,4,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6
3675,1000003674,46,2,3.0,20240325,20:54:47,2024-03-25,1576,3,PAID,ARS,37044.0,7779.24,0.0,44823.24
3676,1000003675,1102,1,,20241011,01:05:45,2024-10-11,1204,2608,FULFILLED,ARS,11340.0,2381.4,1200.0,14921.4
3677,1000003676,1402,1,,20241124,01:36:10,2024-11-24,237,1119,CREATED,ARS,26220.0,5506.2,900.0,32626.2
3678,1000003677,429,1,,20241224,00:22:41,2024-12-24,1683,1826,PAID,ARS,55200.0,11592.0,1200.0,67992.0
3679,1000003678,1106,2,2.0,20240724,17:39:27,2024-07-24,1815,2,FULFILLED,ARS,32400.0,6804.0,0.0,39204.0
3680,1000003679,1067,1,,20240909,17:27:46,2024-09-09,,3633,FULFILLED,ARS,10260.0,2154.6,1200.0,13614.6
3681,1000003680,125,1,,20240119,11:47:50,2024-01-19,,1378,FULFILLED,ARS,14700.0,3087.0,900.0,18687.0
3682,1000003681,352,1,,20250830,23:14:39,2025-08-30,2915,3828,FULFILLED,ARS,13230.0,2778.3,1200.0,17208.3
3683,1000003682,592,2,2.0,20240305,08:19:31,2024-03-05,3134,2,FULFILLED,ARS,12540.0,2633.4,0.0,15173.4
3684,1000003683,231,2,1.0,20240216,04:55:31,2024-02-16,287,1,FULFILLED,ARS,35910.0,7541.1,0.0,43451.1
3685,1000003684,23,1,,20240329,23:09:08,2024-03-29,2929,1459,REFUNDED,ARS,37620.0,7900.2,900.0,46420.2
3686,1000003685,622,1,,20250205,22:34:08,2025-02-05,1103,1278,FULFILLED,ARS,23520.0,4939.2,1200.0,29659.2
3687,1000003686,971,2,2.0,20250201,14:57:01,2025-02-01,256,2,FULFILLED,ARS,78750.0,16537.5,0.0,95287.5
3688,1000003687,724,2,4.0,20241017,08:38:26,2024-10-17,2199,4,FULFILLED,ARS,31752.0,6667.92,0.0,38419.92
3689,1000003688,150,1,,20250221,09:45:42,2025-02-21,772,3638,FULFILLED,ARS,21168.0,4445.28,1200.0,26813.28
3690,1000003689,683,1,,20240602,15:44:38,2024-06-02,,3736,FULFILLED,ARS,25200.0,5292.0,900.0,31392.0
3691,1000003690,1219,1,,20240930,00:16:01,2024-09-30,2907,1489,PAID,ARS,63390.0,13311.9,1200.0,77901.9
3692,1000003691,71,1,,20240125,16:00:36,2024-01-25,1437,1491,FULFILLED,ARS,15675.0,3291.75,1200.0,20166.75
3693,1000003692,120,2,1.0,20240531,14:22:21,2024-05-31,1843,1,REFUNDED,ARS,40500.0,8505.0,0.0,49005.0
3694,1000003693,937,2,3.0,20250104,17:13:20,2025-01-04,3019,3,FULFILLED,ARS,29700.0,6237.0,0.0,35937.0
3695,1000003694,1122,1,,20240617,01:34:25,2024-06-17,,1222,PAID,ARS,26460.0,5556.6,900.0,32916.6
3696,1000003695,1380,1,,20250707,13:21:08,2025-07-07,2009,1917,FULFILLED,ARS,108000.0,22680.0,1200.0,131880.0
3697,1000003696,910,2,3.0,20241127,11:23:46,2024-11-27,894,3,FULFILLED,ARS,34020.0,7144.2,0.0,41164.2
3698,1000003697,787,1,,20250103,06:40:31,2025-01-03,,1018,FULFILLED,ARS,37044.0,7779.24,1200.0,46023.24
3699,1000003698,1155,1,,20240909,00:47:49,2024-09-09,2790,1511,CANCELLED,ARS,23940.0,5027.4,900.0,29867.4
3700,1000003699,86,1,,20250529,08:41:54,2025-05-29,2583,2472,FULFILLED,ARS,26400.0,5544.0,900.0,32844.0
3701,1000003700,938,2,4.0,20250126,03:07:22,2025-01-26,,4,FULFILLED,ARS,14250.0,2992.5,0.0,17242.5
3702,1000003701,1058,2,4.0,20240419,17:08:08,2024-04-19,1711,4,PAID,ARS,12000.0,2520.0,0.0,14520.0
3703,1000003702,414,2,2.0,20240310,13:14:34,2024-03-10,2189,2,FULFILLED,ARS,41700.0,8757.0,0.0,50457.0
3704,1000003703,166,1,,20240909,23:14:10,2024-09-09,205,1399,FULFILLED,ARS,22800.0,4788.0,900.0,28488.0
3705,1000003704,1427,2,3.0,20241230,21:50:19,2024-12-30,3130,3,FULFILLED,ARS,37620.0,7900.2,0.0,45520.2
3706,1000003705,362,2,4.0,20240509,13:00:48,2024-05-09,767,4,FULFILLED,ARS,14250.0,2992.5,0.0,17242.5
3707,1000003706,1491,1,,20240801,12:29:58,2024-08-01,1621,3345,FULFILLED,ARS,72637.5,15253.88,1200.0,89091.38
3708,1000003707,465,1,,20250202,12:56:19,2025-02-02,413,2386,PAID,ARS,21600.0,4536.0,900.0,27036.0
3709,1000003708,724,2,3.0,20250131,22:32:09,2025-01-31,616,3,FULFILLED,ARS,33000.0,6930.0,0.0,39930.0
3710,1000003709,1342,1,,20240911,05:42:54,2024-09-11,1480,1047,FULFILLED,ARS,28500.0,5985.0,1500.0,35985.0
3711,1000003710,244,2,2.0,20250830,02:17:39,2025-08-30,2622,2,PAID,ARS,35280.0,7408.8,0.0,42688.8
3712,1000003711,747,1,,20240430,00:33:01,2024-04-30,801,3062,FULFILLED,ARS,84600.0,17766.0,1200.0,103566.0
3713,1000003712,1225,1,,20250113,16:34:55,2025-01-13,,1322,FULFILLED,ARS,31860.0,6690.6,900.0,39450.6
3714,1000003713,115,2,1.0,20241027,13:56:11,2024-10-27,1237,1,REFUNDED,ARS,48510.0,10187.1,0.0,58697.1
3715,1000003714,831,1,,20250216,17:55:25,2025-02-16,2150,1107,FULFILLED,ARS,65700.0,13797.0,1200.0,80697.0
3716,1000003715,102,1,,20241224,17:48:32,2024-12-24,2309,2996,CANCELLED,ARS,15000.0,3150.0,1200.0,19350.0
3717,1000003716,666,1,,20250220,01:48:15,2025-02-20,2915,2336,FULFILLED,ARS,13200.0,2772.0,1500.0,17472.0
3718,1000003717,1121,2,2.0,20250401,19:22:49,2025-04-01,1112,2,REFUNDED,ARS,36000.0,7560.0,0.0,43560.0
3719,1000003718,841,1,,20250817,21:03:53,2025-08-17,211,3452,FULFILLED,ARS,24000.0,5040.0,1200.0,30240.0
3720,1000003719,1412,1,,20250224,02:53:35,2025-02-24,326,1764,FULFILLED,ARS,11760.0,2469.6,1500.0,15729.6
3721,1000003720,1210,1,,20240103,23:27:43,2024-01-03,2404,3383,CANCELLED,ARS,30000.0,6300.0,1200.0,37500.0
3722,1000003721,362,1,,20241114,22:42:25,2024-11-14,,2355,FULFILLED,ARS,47100.0,9891.0,0.0,56991.0
3723,1000003722,1009,1,,20241128,23:56:56,2024-11-28,2354,3428,FULFILLED,ARS,44880.0,9424.8,900.0,55204.8
3724,1000003723,830,1,,20250402,08:22:24,2025-04-02,2339,2646,PAID,ARS,34020.0,7144.2,0.0,41164.2
3725,1000003724,995,2,3.0,20250909,21:31:48,2025-09-09,3009,3,CREATED,ARS,12000.0,2520.0,0.0,14520.0
3726,1000003725,504,1,,20250430,17:34:53,2025-04-30,2883,3709,FULFILLED,ARS,21168.0,4445.28,1500.0,27113.28
3727,1000003726,1093,2,4.0,20250629,15:46:45,2025-06-29,2438,4,FULFILLED,ARS,35640.0,7484.4,0.0,43124.4
3728,1000003727,805,1,,20250616,17:27:27,2025-06-16,2084,2627,CANCELLED,ARS,11400.0,2394.0,1200.0,14994.0
3729,1000003728,657,1,,20241108,22:52:07,2024-11-08,2951,1877,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6
3730,1000003729,965,1,,20250330,06:39:43,2025-03-30,543,4178,FULFILLED,ARS,61230.0,12858.3,1200.0,75288.3
3731,1000003730,439,2,3.0,20250831,08:23:21,2025-08-31,476,3,CANCELLED,ARS,22800.0,4788.0,0.0,27588.0
3732,1000003731,457,1,,20240513,00:13:30,2024-05-13,304,1399,FULFILLED,ARS,53520.0,11239.2,900.0,65659.2
3733,1000003732,958,1,,20241029,15:48:16,2024-10-29,2980,1564,FULFILLED,ARS,52380.0,10999.8,900.0,64279.8
3734,1000003733,725,1,,20240526,18:05:00,2024-05-26,2077,2727,FULFILLED,ARS,66120.0,13885.2,1200.0,81205.2
3735,1000003734,256,2,2.0,20240131,21:07:49,2024-01-31,787,2,FULFILLED,ARS,42750.0,8977.5,0.0,51727.5
3736,1000003735,919,2,2.0,20240426,02:57:49,2024-04-26,3039,2,PAID,ARS,13230.0,2778.3,0.0,16008.3
3737,1000003736,292,2,3.0,20240922,15:03:08,2024-09-22,323,3,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0
3738,1000003737,1377,1,,20241204,21:25:21,2024-12-04,296,1781,PAID,ARS,13230.0,2778.3,900.0,16908.3
3739,1000003738,290,1,,20250202,16:27:30,2025-02-02,2107,1685,FULFILLED,ARS,12000.0,2520.0,1200.0,15720.0
3740,1000003739,1273,1,,20250622,01:27:01,2025-06-22,2675,3254,FULFILLED,ARS,45000.0,9450.0,1200.0,55650.0
3741,1000003740,1056,2,2.0,20250703,10:57:50,2025-07-03,,2,PAID,ARS,14250.0,2992.5,0.0,17242.5
3742,1000003741,601,1,,20241028,05:18:03,2024-10-28,803,1234,FULFILLED,ARS,56160.0,11793.6,900.0,68853.6
3743,1000003742,1500,1,,20240806,12:17:28,2024-08-06,,3495,FULFILLED,ARS,40500.0,8505.0,1500.0,50505.0
3744,1000003743,1241,1,,20240516,19:59:47,2024-05-16,1651,1889,FULFILLED,ARS,39690.0,8334.9,1200.0,49224.9
3745,1000003744,874,2,3.0,20241204,16:26:08,2024-12-04,2871,3,FULFILLED,ARS,21168.0,4445.28,0.0,25613.28
3746,1000003745,911,1,,20241124,03:26:31,2024-11-24,2601,2807,FULFILLED,ARS,44100.0,9261.0,1200.0,54561.0
3747,1000003746,910,1,,20250223,18:34:18,2025-02-23,290,2300,FULFILLED,ARS,21168.0,4445.28,900.0,26513.28
3748,1000003747,1089,2,2.0,20250326,10:05:45,2025-03-26,1477,2,FULFILLED,ARS,61800.0,12978.0,0.0,74778.0
3749,1000003748,855,1,,20240323,08:51:33,2024-03-23,570,1262,FULFILLED,ARS,42525.0,8930.25,1200.0,52655.25
3750,1000003749,543,1,,20240815,22:46:09,2024-08-15,277,2172,CANCELLED,ARS,30000.0,6300.0,1200.0,37500.0
3751,1000003750,738,2,1.0,20241009,05:55:58,2024-10-09,2122,1,PAID,ARS,27000.0,5670.0,0.0,32670.0
3752,1000003751,1043,1,,20241203,13:02:37,2024-12-03,507,1968,FULFILLED,ARS,27000.0,5670.0,900.0,33570.0
3753,1000003752,733,1,,20250708,13:24:43,2025-07-08,871,2342,REFUNDED,ARS,14250.0,2992.5,1200.0,18442.5
3754,1000003753,77,1,,20240625,09:03:51,2024-06-25,,2254,PAID,ARS,78000.0,16380.0,900.0,95280.0
3755,1000003754,1067,1,,20250531,10:14:39,2025-05-31,1995,1282,FULFILLED,ARS,29400.0,6174.0,0.0,35574.0
3756,1000003755,387,1,,20240107,21:50:21,2024-01-07,2582,1217,FULFILLED,ARS,32670.0,6860.7,900.0,40430.7
3757,1000003756,942,2,1.0,20241222,13:57:00,2024-12-22,,1,FULFILLED,ARS,14175.0,2976.75,0.0,17151.75
3758,1000003757,863,2,1.0,20250313,14:45:49,2025-03-13,156,1,FULFILLED,ARS,40500.0,8505.0,0.0,49005.0
3759,1000003758,1368,2,2.0,20250716,13:51:54,2025-07-16,2677,2,FULFILLED,ARS,80280.0,16858.8,0.0,97138.8
3760,1000003759,722,1,,20250328,22:52:04,2025-03-28,2988,2781,FULFILLED,ARS,40500.0,8505.0,1500.0,50505.0
3761,1000003760,168,1,,20250504,18:16:43,2025-05-04,1617,3405,PAID,ARS,22800.0,4788.0,1200.0,28788.0
3762,1000003761,625,1,,20240830,19:37:09,2024-08-30,127,2409,FULFILLED,ARS,12540.0,2633.4,0.0,15173.4
3763,1000003762,1021,1,,20240425,23:15:19,2024-04-25,,3614,FULFILLED,ARS,42750.0,8977.5,0.0,51727.5
3764,1000003763,739,1,,20240626,19:48:27,2024-06-26,2620,2825,PAID,ARS,55950.0,11749.5,1500.0,69199.5
3765,1000003764,1362,1,,20250504,19:44:51,2025-05-04,2096,3568,FULFILLED,ARS,40500.0,8505.0,900.0,49905.0
3766,1000003765,921,1,,20250206,05:04:17,2025-02-06,2881,2265,FULFILLED,ARS,30780.0,6463.8,1200.0,38443.8
3767,1000003766,1071,2,2.0,20250406,22:36:26,2025-04-06,505,2,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0
3768,1000003767,759,1,,20240501,23:02:57,2024-05-01,428,1976,FULFILLED,ARS,56400.0,11844.0,900.0,69144.0
3769,1000003768,285,1,,20250513,07:40:09,2025-05-13,2806,2643,PAID,ARS,26460.0,5556.6,900.0,32916.6
3770,1000003769,200,2,3.0,20241029,00:14:20,2024-10-29,734,3,CANCELLED,ARS,29400.0,6174.0,0.0,35574.0
3771,1000003770,1377,1,,20250617,21:44:00,2025-06-17,1852,3169,FULFILLED,ARS,44400.0,9324.0,1500.0,55224.0
3772,1000003771,278,2,2.0,20240504,09:39:42,2024-05-04,1561,2,PAID,ARS,11400.0,2394.0,0.0,13794.0
3773,1000003772,519,2,2.0,20250817,01:10:27,2025-08-17,1988,2,FULFILLED,ARS,13500.0,2835.0,0.0,16335.0
3774,1000003773,1476,1,,20240904,01:06:24,2024-09-04,,3914,FULFILLED,ARS,14700.0,3087.0,1200.0,18987.0
3775,1000003774,1026,1,,20240405,03:21:14,2024-04-05,2207,2284,CANCELLED,ARS,72897.0,15308.37,0.0,88205.37
3776,1000003775,820,1,,20240119,12:14:58,2024-01-19,,2068,FULFILLED,ARS,14250.0,2992.5,900.0,18142.5
3777,1000003776,1140,1,,20240819,03:41:11,2024-08-19,3048,2542,PAID,ARS,11760.0,2469.6,1200.0,15429.6
3778,1000003777,382,2,1.0,20240907,16:44:12,2024-09-07,5,1,FULFILLED,ARS,27000.0,5670.0,0.0,32670.0
3779,1000003778,246,1,,20240402,16:02:32,2024-04-02,66,1814,FULFILLED,ARS,34200.0,7182.0,1500.0,42882.0
3780,1000003779,798,1,,20250623,03:24:34,2025-06-23,,2751,FULFILLED,ARS,34200.0,7182.0,1200.0,42582.0
3781,1000003780,1167,1,,20240210,11:48:34,2024-02-10,869,1784,CANCELLED,ARS,25872.0,5433.12,900.0,32205.12
3782,1000003781,1454,1,,20250220,14:11:48,2025-02-20,505,3611,FULFILLED,ARS,37800.0,7938.0,900.0,46638.0
3783,1000003782,488,2,3.0,20240822,07:30:09,2024-08-22,977,3,FULFILLED,ARS,11400.0,2394.0,0.0,13794.0
3784,1000003783,1116,1,,20250121,23:06:42,2025-01-21,543,1823,FULFILLED,ARS,56925.0,11954.25,1500.0,70379.25
3785,1000003784,15,1,,20241016,10:30:00,2024-10-16,598,1508,FULFILLED,ARS,40080.0,8416.8,900.0,49396.8
3786,1000003785,332,2,1.0,20250817,15:58:18,2025-08-17,,1,FULFILLED,ARS,43800.0,9198.0,0.0,52998.0
3787,1000003786,707,2,1.0,20240401,10:18:22,2024-04-01,116,1,CANCELLED,ARS,22800.0,4788.0,0.0,27588.0
3788,1000003787,238,1,,20250716,15:51:05,2025-07-16,1354,3781,FULFILLED,ARS,73500.0,15435.0,1200.0,90135.0
3789,1000003788,66,2,2.0,20240328,13:11:38,2024-03-28,1569,2,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8
3790,1000003789,407,1,,20250712,04:47:11,2025-07-12,635,2382,FULFILLED,ARS,40500.0,8505.0,1200.0,50205.0
3791,1000003790,1095,1,,20240916,11:54:54,2024-09-16,1795,3118,REFUNDED,ARS,31752.0,6667.92,0.0,38419.92
3792,1000003791,553,2,1.0,20240828,04:59:33,2024-08-28,1910,1,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0
3793,1000003792,533,1,,20240421,10:01:20,2024-04-21,2183,1386,FULFILLED,ARS,41400.0,8694.0,900.0,50994.0
3794,1000003793,332,1,,20241211,08:48:04,2024-12-11,2774,1903,PAID,ARS,14700.0,3087.0,1200.0,18987.0
3795,1000003794,730,1,,20250410,05:28:12,2025-04-10,759,1704,FULFILLED,ARS,57510.0,12077.1,1200.0,70787.1
3796,1000003795,615,2,3.0,20240821,03:51:20,2024-08-21,450,3,FULFILLED,ARS,44100.0,9261.0,0.0,53361.0
3797,1000003796,1274,1,,20240430,16:04:44,2024-04-30,,2879,FULFILLED,ARS,28500.0,5985.0,900.0,35385.0
3798,1000003797,1275,2,2.0,20250226,17:15:14,2025-02-26,,2,FULFILLED,ARS,15750.0,3307.5,0.0,19057.5
3799,1000003798,595,2,3.0,20240426,05:15:04,2024-04-26,72,3,FULFILLED,ARS,42750.0,8977.5,0.0,51727.5
3800,1000003799,1086,1,,20250925,23:08:29,2025-09-25,1145,3669,PAID,ARS,14700.0,3087.0,900.0,18687.0
3801,1000003800,945,1,,20250527,19:18:16,2025-05-27,482,3438,FULFILLED,ARS,31968.0,6713.28,900.0,39581.28
3802,1000003801,1296,2,4.0,20240507,07:16:41,2024-05-07,1235,4,FULFILLED,ARS,36840.0,7736.4,0.0,44576.4
3803,1000003802,1467,1,,20250928,17:21:21,2025-09-28,2219,3754,FULFILLED,ARS,12936.0,2716.56,1200.0,16852.56
3804,1000003803,468,1,,20250523,06:48:17,2025-05-23,788,2722,FULFILLED,ARS,77175.0,16206.75,900.0,94281.75
3805,1000003804,23,2,1.0,20240217,21:48:03,2024-02-17,1958,1,FULFILLED,ARS,14250.0,2992.5,0.0,17242.5
3806,1000003805,175,2,1.0,20241219,07:04:34,2024-12-19,1752,1,FULFILLED,ARS,44700.0,9387.0,0.0,54087.0
3807,1000003806,1157,1,,20241128,10:57:06,2024-11-28,1895,4064,FULFILLED,ARS,78300.0,16443.0,900.0,95643.0
3808,1000003807,481,1,,20250524,19:42:35,2025-05-24,1187,2558,FULFILLED,ARS,37620.0,7900.2,900.0,46420.2
3809,1000003808,975,1,,20241223,20:12:25,2024-12-23,2300,1644,FULFILLED,ARS,100560.0,21117.6,900.0,122577.6
3810,1000003809,760,2,4.0,20250202,23:15:05,2025-02-02,2348,4,REFUNDED,ARS,15675.0,3291.75,0.0,18966.75
3811,1000003810,586,1,,20241003,10:58:39,2024-10-03,2682,1357,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8
3812,1000003811,1407,1,,20250422,15:01:18,2025-04-22,53,2298,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8
3813,1000003812,974,1,,20241212,01:26:52,2024-12-12,2189,3407,CANCELLED,ARS,44280.0,9298.8,1200.0,54778.8
3814,1000003813,1446,1,,20241018,02:24:43,2024-10-18,223,3448,FULFILLED,ARS,55800.0,11718.0,900.0,68418.0
3815,1000003814,1298,1,,20250504,06:47:29,2025-05-04,1575,2169,FULFILLED,ARS,30000.0,6300.0,1200.0,37500.0
3816,1000003815,588,2,2.0,20241228,08:08:53,2024-12-28,2257,2,CANCELLED,ARS,39600.0,8316.0,0.0,47916.0
3817,1000003816,668,1,,20250910,21:12:00,2025-09-10,895,1304,PAID,ARS,45000.0,9450.0,1200.0,55650.0
3818,1000003817,1294,1,,20240709,15:36:14,2024-07-09,1563,1437,FULFILLED,ARS,35280.0,7408.8,1500.0,44188.8
3819,1000003818,266,1,,20250125,22:20:46,2025-01-25,2636,2262,FULFILLED,ARS,36000.0,7560.0,1500.0,45060.0
3820,1000003819,1323,2,2.0,20240102,01:48:22,2024-01-02,2835,2,PAID,ARS,40500.0,8505.0,0.0,49005.0
3821,1000003820,1117,1,,20250403,09:52:31,2025-04-03,1686,2969,CANCELLED,ARS,29400.0,6174.0,900.0,36474.0
3822,1000003821,306,1,,20240215,11:21:10,2024-02-15,1553,1219,FULFILLED,ARS,37620.0,7900.2,1500.0,47020.2
3823,1000003822,850,1,,20240822,04:05:15,2024-08-22,2171,1253,FULFILLED,ARS,36750.0,7717.5,1200.0,45667.5
3824,1000003823,732,2,3.0,20240511,10:15:41,2024-05-11,,3,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0
3825,1000003824,961,1,,20240921,03:45:20,2024-09-21,2174,2361,PAID,ARS,26460.0,5556.6,900.0,32916.6
3826,1000003825,193,2,3.0,20240413,02:45:28,2024-04-13,2636,3,PAID,ARS,111150.0,23341.5,0.0,134491.5
3827,1000003826,345,1,,20240731,23:01:09,2024-07-31,2658,1573,FULFILLED,ARS,32400.0,6804.0,900.0,40104.0
3828,1000003827,92,1,,20240821,01:28:46,2024-08-21,2656,2271,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0
3829,1000003828,313,2,4.0,20240427,03:51:59,2024-04-27,1115,4,FULFILLED,ARS,15000.0,3150.0,0.0,18150.0
3830,1000003829,99,2,3.0,20240725,08:01:28,2024-07-25,2102,3,PAID,ARS,73800.0,15498.0,0.0,89298.0
3831,1000003830,1270,1,,20240705,04:30:28,2024-07-05,2240,2541,FULFILLED,ARS,34200.0,7182.0,900.0,42282.0
3832,1000003831,919,2,4.0,20250713,20:37:29,2025-07-13,981,4,FULFILLED,ARS,15000.0,3150.0,0.0,18150.0
